"KOD_ZSJ","MOP"
128295,"MOP Jižní Město 1 Praha IV."
128309,"MOP Jižní Město 1 Praha IV."
128317,"MOP Lhotka Praha IV."
128325,"MOP Lhotka Praha IV."
128333,"MOP Jižní Město 1 Praha IV."
128368,"MOP Lhotka Praha IV."
128376,"MOP Lhotka Praha IV."
128384,"MOP Lhotka Praha IV."
128392,"MOP Lhotka Praha IV."
128406,"MOP Lhotka Praha IV."
128414,"MOP Lhotka Praha IV."
128422,"MOP Lhotka Praha IV."
128431,"MOP Lhotka Praha IV."
128449,"MOP Modřany Praha IV."
128457,"MOP Lhotka Praha IV."
128465,"MOP Modřany Praha IV."
128473,"MOP Modřany Praha IV."
128481,"MOP Modřany Praha IV."
128490,"MOP Modřany Praha IV."
128503,"MOP Modřany Praha IV."
128511,"MOP Modřany Praha IV."
128520,"MOP Modřany Praha IV."
128538,"MOP Modřany Praha IV."
128546,"MOP Modřany Praha IV."
128554,"MOP Modřany Praha IV."
128562,"MOP Modřany Praha IV."
128571,"MOP Modřany Praha IV."
128589,"MOP Modřany Praha IV."
128597,"MOP Modřany Praha IV."
128601,"MOP Modřany Praha IV."
128619,"MOP Modřany Praha IV."
128627,"MOP Modřany Praha IV."
128643,"MOP Smíchov Praha II."
128651,"MOP Košíře Praha II."
128660,"MOP Košíře Praha II."
128678,"MOP Košíře Praha II."
128686,"MOP Smíchov Praha II."
128694,"MOP Smíchov Praha II."
128708,"MOP Smíchov Praha II."
128716,"MOP Barrandov Praha II."
128724,"MOP Košíře Praha II."
128732,"MOP Košíře Praha II."
128741,"MOP Košíře Praha II."
128759,"MOP Košíře Praha II."
128767,"MOP Košíře Praha II."
128775,"MOP Košíře Praha II."
128783,"MOP Košíře Praha II."
128791,"MOP Smíchov Praha II."
128805,"MOP Smíchov Praha II."
128813,"MOP Smíchov Praha II."
128821,"MOP Smíchovské nádraží"
128830,"MOP Barrandov Praha II."
128848,"MOP Barrandov Praha II."
128856,"MOP Košíře Praha II."
128864,"MOP Stodůlky Praha II."
128872,"MOP Košíře Praha II."
128881,"MOP Košíře Praha II."
128899,"MOP Košíře Praha II."
128902,"MOP Košíře Praha II."
128911,"MOP Košíře Praha II."
128937,"MOP Zličín Praha II."
128945,"MOP Košíře Praha II."
128953,"MOP Košíře Praha II."
128961,"MOP Košíře Praha II."
128970,"MOP Košíře Praha II."
128988,"MOP Košíře Praha II."
128996,"MOP Břevnov Praha I."
129003,"MOP Košíře Praha II."
129011,"MOP Košíře Praha II."
129020,"MOP Smíchov Praha II."
129038,"MOP Malá Strana Praha I."
129046,"MOP Smíchov Praha II."
129054,"MOP Smíchov Praha II."
129062,"MOP Smíchov Praha II."
129071,"MOP Smíchov Praha II."
129089,"MOP Smíchov Praha II."
129097,"MOP Smíchov Praha II."
129101,"MOP Barrandov Praha II."
129119,"MOP Barrandov Praha II."
129127,"MOP Barrandov Praha II."
129135,"MOP Stodůlky Praha II."
129143,"MOP Barrandov Praha II."
129151,"MOP Barrandov Praha II."
129160,"MOP Barrandov Praha II."
129178,"MOP Barrandov Praha II."
129186,"MOP Barrandov Praha II."
129194,"MOP Barrandov Praha II."
129208,"MOP Barrandov Praha II."
129216,"MOP Barrandov Praha II."
129224,"MOP Barrandov Praha II."
129232,"MOP Barrandov Praha II."
129241,"MOP Radotín Praha II."
129259,"MOP Vokovice Praha I."
129267,"MOP Vokovice Praha I."
129275,"MOP Vokovice Praha I."
129283,"MOP Vokovice Praha I."
129291,"MOP Dejvice Praha I."
129305,"MOP Břevnov Praha I."
129313,"MOP Břevnov Praha I."
129321,"MOP Břevnov Praha I."
129330,"MOP Břevnov Praha I."
129348,"MOP Břevnov Praha I."
129356,"MOP Vokovice Praha I."
129364,"MOP Břevnov Praha I."
129372,"MOP Břevnov Praha I."
129381,"MOP Břevnov Praha I."
129399,"MOP Vokovice Praha I."
129402,"MOP Vokovice Praha I."
129411,"MOP Vokovice Praha I."
129429,"MOP Vokovice Praha I."
129437,"MOP Vokovice Praha I."
129445,"MOP Vokovice Praha I."
129453,"MOP Dejvice Praha I."
129461,"MOP Dejvice Praha I."
129470,"MOP Dejvice Praha I."
129488,"MOP Dejvice Praha I."
129496,"MOP Dejvice Praha I."
129500,"MOP Dejvice Praha I."
129518,"MOP Dejvice Praha I."
129526,"MOP Dejvice Praha I."
129534,"MOP Dejvice Praha I."
129542,"MOP Dejvice Praha I."
129551,"MOP Dejvice Praha I."
129569,"MOP Břevnov Praha I."
129585,"MOP Břevnov Praha I."
129593,"MOP Břevnov Praha I."
129607,"MOP Břevnov Praha I."
129615,"MOP Břevnov Praha I."
129631,"MOP Břevnov Praha I."
129640,"MOP Břevnov Praha I."
129658,"MOP Řepy Praha I."
129666,"MOP Řepy Praha I."
129674,"MOP Řepy Praha I."
129704,"MOP Řepy Praha I."
129712,"MOP Břevnov Praha I."
129721,"MOP Břevnov Praha I."
129739,"MOP Břevnov Praha I."
129747,"MOP Ruzyně Praha I."
129755,"MOP Ruzyně Praha I."
129763,"MOP Ruzyně Praha I."
129780,"MOP Břevnov Praha I."
129798,"MOP Ruzyně Praha I."
129801,"MOP Ruzyně Praha I."
129810,"MOP Ruzyně Praha I."
129828,"MOP Ruzyně Praha I."
129836,"MOP Ruzyně Praha I."
129844,"MOP Vokovice Praha I."
129852,"MOP Vokovice Praha I."
129861,"MOP Vokovice Praha I."
129879,"MOP Vokovice Praha I."
129887,"MOP Vokovice Praha I."
129895,"MOP Vokovice Praha I."
129917,"MOP Dejvice Praha I."
129925,"MOP Dejvice Praha I."
129933,"MOP Dejvice Praha I."
129941,"MOP Dejvice Praha I."
129950,"MOP Dejvice Praha I."
129968,"MOP Dejvice Praha I."
129984,"MOP Dejvice Praha I."
129992,"MOP Dejvice Praha I."
130001,"MOP Dejvice Praha I."
130010,"MOP Dejvice Praha I."
130028,"MOP Dejvice Praha I."
130036,"MOP Dejvice Praha I."
130044,"MOP Dejvice Praha I."
130052,"MOP Dejvice Praha I."
130061,"MOP Dejvice Praha I."
130079,"MOP Dejvice Praha I."
130087,"MOP Dejvice Praha I."
130095,"MOP Dejvice Praha I."
130109,"MOP Dejvice Praha I."
130117,"OŽP Holešovice Praha I."
130125,"MOP Letná Praha I."
130133,"MOP Letná Praha I."
130141,"MOP Letná Praha I."
130168,"MOP Výstaviště Praha I."
130176,"MOP Výstaviště Praha I."
130184,"MOP Výstaviště Praha I."
130192,"MOP Výstaviště Praha I."
130206,"MOP Výstaviště Praha I."
130214,"MOP Výstaviště Praha I."
130222,"MOP Kobylisy Praha III."
130231,"OŽP Holešovice Praha I."
130249,"OŽP Holešovice Praha I."
130257,"MOP Holešovice Praha I."
130265,"MOP Holešovice Praha I."
130273,"MOP Holešovice Praha I."
130281,"MOP Holešovice Praha I."
130290,"MOP Holešovice Praha I."
130303,"MOP Letná Praha I."
130311,"MOP Letná Praha I."
130320,"MOP Letná Praha I."
130338,"MOP Kobylisy Praha III."
130346,"MOP Kobylisy Praha III."
130362,"MOP Kobylisy Praha III."
130371,"MOP Bohnice Praha III."
130397,"MOP Bohnice Praha III."
130401,"MOP Kobylisy Praha III."
130427,"MOP Ďáblice Praha III."
130435,"MOP Ďáblice Praha III."
130443,"MOP Ďáblice Praha III."
130478,"MOP Kobylisy Praha III."
130486,"MOP Kobylisy Praha III."
130508,"MOP Kobylisy Praha III."
130516,"MOP Kobylisy Praha III."
130524,"MOP Kobylisy Praha III."
130532,"MOP Bohnice Praha III."
130541,"MOP Bohnice Praha III."
130559,"MOP Bohnice Praha III."
130567,"MOP Bohnice Praha III."
130575,"MOP Bohnice Praha III."
130583,"MOP Bohnice Praha III."
130591,"MOP Kobylisy Praha III."
130605,"MOP Ďáblice Praha III."
130613,"MOP Ďáblice Praha III."
130621,"MOP Ďáblice Praha III."
130630,"MOP Ďáblice Praha III."
130648,"MOP Ďáblice Praha III."
130656,"MOP Kobylisy Praha III."
130672,"MOP Kobylisy Praha III."
130699,"MOP Kobylisy Praha III."
130702,"MOP Kobylisy Praha III."
130711,"MOP Kobylisy Praha III."
130729,"MOP Kobylisy Praha III."
130737,"MOP Kobylisy Praha III."
130745,"MOP Bohnice Praha III."
130753,"MOP Bohnice Praha III."
130761,"MOP Bohnice Praha III."
130770,"MOP Bohnice Praha III."
130788,"MOP Kobylisy Praha III."
130796,"MOP Bohnice Praha III."
130800,"MOP Kobylisy Praha III."
130818,"MOP Ďáblice Praha III."
130826,"MOP Ďáblice Praha III."
130834,"MOP Ďáblice Praha III."
130842,"MOP Ďáblice Praha III."
130851,"MOP Ďáblice Praha III."
130869,"MOP Libeň Praha III."
130877,"MOP Libeň Praha III."
130885,"MOP Libeň Praha III."
130893,"MOP Libeň Praha III."
130907,"MOP Libeň Praha III."
130915,"MOP Libeň Praha III."
130923,"MOP Libeň Praha III."
130931,"MOP Libeň Praha III."
130940,"MOP Libeň Praha III."
130958,"MOP Karlín Praha III."
130966,"MOP Karlín Praha III."
130974,"MOP Karlín Praha III."
130982,"MOP Karlín Praha III."
130991,"MOP Karlín Praha III."
131008,"MOP Libeň Praha III."
131016,"MOP Libeň Praha III."
131024,"MOP Prosek III."
131032,"MOP Kyje Praha III."
131041,"MOP Kyje Praha III."
131059,"MOP Kyje Praha III."
131067,"MOP Vysočany Praha III."
131091,"MOP Vysočany Praha III."
131105,"MOP Prosek III."
131113,"MOP Prosek III."
131121,"MOP Prosek III."
131130,"MOP Prosek III."
131148,"MOP Prosek III."
131156,"MOP Letňany Praha III."
131164,"MOP Prosek III."
131172,"MOP Letňany Praha III."
131181,"MOP Čakovice Praha III."
131199,"MOP Čakovice Praha III."
131202,"MOP Kyje Praha III."
131211,"MOP Kyje Praha III."
131229,"MOP Kyje Praha III."
131237,"MOP Kyje Praha III."
131245,"MOP Kyje Praha III."
131253,"MOP Kyje Praha III."
131261,"MOP Vysočany Praha III."
131270,"MOP Vysočany Praha III."
131288,"MOP Vysočany Praha III."
131296,"MOP Vysočany Praha III."
131300,"MOP Vysočany Praha III."
131318,"MOP Vysočany Praha III."
131326,"MOP Vysočany Praha III."
131334,"MOP Vysočany Praha III."
131342,"MOP Vysočany Praha III."
131351,"MOP Vysočany Praha III."
131369,"MOP Prosek III."
131377,"MOP Prosek III."
131385,"MOP Prosek III."
131393,"MOP Prosek III."
131407,"MOP Prosek III."
131415,"MOP Letňany Praha III."
131423,"MOP Letňany Praha III."
131431,"MOP Letňany Praha III."
131440,"MOP Letňany Praha III."
131458,"MOP Letňany Praha III."
131466,"MOP Čakovice Praha III."
131474,"MOP Čakovice Praha III."
131482,"MOP Čakovice Praha III."
131491,"MOP Čakovice Praha III."
131504,"MOP Čakovice Praha III."
131512,"MOP Čakovice Praha III."
131521,"MOP Čakovice Praha III."
131547,"MOP Čakovice Praha III."
131555,"MOP Čakovice Praha III."
131563,"MOP Čakovice Praha III."
131571,"MOP Čakovice Praha III."
131580,"MOP Čakovice Praha III."
131601,"MOP Čakovice Praha III."
131610,"MOP Čakovice Praha III."
131628,"MOP Čakovice Praha III."
131636,"MOP Čakovice Praha III."
131644,"MOP Čakovice Praha III."
131652,"MOP Čakovice Praha III."
131661,"MOP Kyje Praha III."
131679,"MOP Kyje Praha III."
131687,"MOP Kyje Praha III."
131695,"MOP Kyje Praha III."
131709,"MOP Kyje Praha III."
131717,"MOP Kyje Praha III."
131725,"MOP Kyje Praha III."
131733,"MOP Kyje Praha III."
131741,"MOP Kyje Praha III."
131750,"MOP Kyje Praha III."
131768,"MOP Vysočany Praha III."
131776,"MOP Vysočany Praha III."
131784,"MOP Vysočany Praha III."
131792,"MOP Strašnice Praha IV."
131806,"MOP Strašnice Praha IV."
131814,"MOP Hostivař Praha IV."
131822,"MOP Hostivař Praha IV."
131831,"MOP Hostivař Praha IV."
131849,"MOP Hostivař Praha IV."
131857,"MOP Zahradní Město Praha IV."
131873,"MOP Zahradní Město Praha IV."
131881,"MOP Hostivař Praha IV."
131890,"MOP Zahradní Město Praha IV."
131903,"MOP Zahradní Město Praha IV."
131911,"MOP Zahradní Město Praha IV."
131920,"MOP Strašnice Praha IV."
131938,"MOP Strašnice Praha IV."
131946,"MOP Strašnice Praha IV."
131954,"MOP Strašnice Praha IV."
131962,"MOP Strašnice Praha IV."
131971,"MOP Strašnice Praha IV."
131989,"MOP Strašnice Praha IV."
132004,"MOP Hostivař Praha IV."
132012,"MOP Hostivař Praha IV."
132021,"MOP Hostivař Praha IV."
132039,"MOP Hostivař Praha IV."
132047,"MOP Hostivař Praha IV."
132055,"MOP Hostivař Praha IV."
132063,"MOP Hostivař Praha IV."
132071,"MOP Hostivař Praha IV."
132080,"MOP Zahradní Město Praha IV."
132098,"MOP Zahradní Město Praha IV."
132101,"MOP Zahradní Město Praha IV."
132110,"MOP Zahradní Město Praha IV."
132128,"MOP Zahradní Město Praha IV."
132136,"MOP Zahradní Město Praha IV."
132144,"MOP Zahradní Město Praha IV."
132152,"MOP Zahradní Město Praha IV."
132161,"MOP Zahradní Město Praha IV."
132179,"MOP Vršovice Praha IV."
132187,"MOP Vršovice Praha IV."
132195,"MOP Vršovice Praha IV."
132209,"MOP Vršovice Praha IV."
132217,"MOP Vršovice Praha IV."
132225,"MOP Vršovice Praha IV."
132233,"MOP Vršovice Praha IV."
132241,"MOP Vršovice Praha IV."
132250,"MOP Vršovice Praha IV."
132268,"MOP Vršovice Praha IV."
132276,"MOP Vršovice Praha IV."
132284,"MOP Vršovice Praha IV."
132292,"MOP Vršovice Praha IV."
132306,"MOP Vršovice Praha IV."
132314,"MOP Vršovice Praha IV."
132322,"MOP Zahradní Město Praha IV."
132331,"MOP Vršovice Praha IV."
132349,"MOP Vršovice Praha IV."
132357,"MOP Strašnice Praha IV."
132365,"MOP Strašnice Praha IV."
132373,"MOP Strašnice Praha IV."
132381,"MOP Strašnice Praha IV."
132390,"MOP Strašnice Praha IV."
132403,"MOP Strašnice Praha IV."
132411,"MOP Strašnice Praha IV."
132420,"MOP Strašnice Praha IV."
132438,"MOP Strašnice Praha IV."
132446,"MOP Strašnice Praha IV."
132454,"MOP Strašnice Praha IV."
132462,"MOP Kyje Praha III."
132471,"MOP Kyje Praha III."
132489,"MOP Uhříněves Praha IV."
132501,"MOP Hostivař Praha IV."
132519,"MOP Uhříněves Praha IV."
132527,"MOP Uhříněves Praha IV."
132543,"MOP Uhříněves Praha IV."
132551,"MOP Uhříněves Praha IV."
132560,"MOP Uhříněves Praha IV."
132578,"MOP Uhříněves Praha IV."
132586,"MOP Hostivař Praha IV."
132594,"MOP Hostivař Praha IV."
132608,"MOP Hostivař Praha IV."
132616,"MOP Hostivař Praha IV."
132624,"MOP Hostivař Praha IV."
133477,"OOP Ostrava - Zábřeh"
134376,"MOP Ruzyně Praha I."
136719,"OOP Bohumín"
136727,"OOP Bohumín"
136735,"OOP Bohumín"
136743,"OOP Bohumín"
137413,"OOP Plzeň - Skvrňany"
138614,"MOP Radotín Praha II."
138622,"MOP Radotín Praha II."
144436,"OOP Bohumín"
144444,"OOP Bohumín"
145246,"MOP Stodůlky Praha II."
145254,"MOP Stodůlky Praha II."
145262,"MOP Stodůlky Praha II."
145271,"MOP Stodůlky Praha II."
146137,"MOP Čakovice Praha III."
148873,"OOP Bohumín"
148881,"OOP Bohumín"
148890,"OOP Bohumín"
150576,"MOP Barrandov Praha II."
150584,"MOP Barrandov Praha II."
150592,"MOP Barrandov Praha II."
150606,"MOP Barrandov Praha II."
151912,"OOP Brno - sever"
153664,"OOP Ostrava - Zábřeh"
154890,"OOP Bohumín"
154903,"OOP Bohumín"
154911,"OOP Bohumín"
155527,"MOP Zličín Praha II."
155535,"MOP Zličín Praha II."
155543,"MOP Stodůlky Praha II."
162124,"MOP Jižní Město 1 Praha IV."
162132,"MOP Jižní Město 1 Praha IV."
162337,"OOP Vratimov"
162345,"OOP Vratimov"
162353,"OOP Vratimov"
162361,"OOP Vratimov"
170348,"MOP Stodůlky Praha II."
170356,"MOP Stodůlky Praha II."
173398,"MOP Uhříněves Praha IV."
173410,"MOP Uhříněves Praha IV."
173428,"MOP Uhříněves Praha IV."
173771,"MOP Újezd nad Lesy Praha III."
173983,"MOP Jižní Město 1 Praha IV."
173991,"MOP Jižní Město 1 Praha IV."
175552,"OOP Brno - Královo Pole"
176036,"OOP Vratimov"
178594,"OOP Ostrava - Poruba 2"
182371,"MOP Čakovice Praha III."
185604,"OOP Vratimov"
185612,"OOP Vratimov"
185973,"OOP Bohumín"
186678,"OOP Ostrava - Poruba 2"
186686,"OOP Ostrava - Poruba 2"
189219,"OOP Bohumín"
191728,"MOP Radotín Praha II."
191736,"MOP Radotín Praha II."
191752,"MOP Radotín Praha II."
191761,"MOP Radotín Praha II."
192007,"OOP Ostrava - Poruba 1"
193259,"MOP Zličín Praha II."
193267,"MOP Zličín Praha II."
195677,"OOP Brno - Bystrc"
198056,"MOP Prosek III."
198897,"OOP Ostrava - Hrabůvka"
300748,"OOP Ostrava - Poruba 2"
302201,"OOP Plzeň - Vinice"
302210,"OOP Plzeň 1"
302228,"OOP Plzeň 1"
302236,"OOP Plzeň 1"
302244,"OOP Plzeň - Vinice"
302252,"OOP Plzeň - Bory"
302261,"OOP Plzeň - Skvrňany"
302279,"OOP Plzeň 4"
302287,"OOP Plzeň 4"
302295,"OOP Plzeň - střed"
303941,"OOP Brno - výstaviště"
303968,"OOP Brno - výstaviště"
303976,"OOP Brno - Komárov"
303984,"OOP Brno - Komárov"
303992,"OOP Brno - výstaviště"
304000,"OOP Brno - výstaviště"
305464,"OOP Slezská Ostrava"
305472,"OOP Slezská Ostrava"
305481,"OOP Slezská Ostrava"
305499,"OOP Slezská Ostrava"
305502,"OOP Ostrava - Poruba 1"
305511,"OOP Ostrava - Poruba 1"
305529,"OOP Ostrava - Zábřeh"
305537,"OOP Ostrava - Zábřeh"
305545,"OOP Ostrava - Hrabůvka"
305758,"MOP Nové Město Praha II."
305774,"MOP Nové Město Praha II."
305782,"MOP Wilsonovo nádraží Praha I."
305791,"MOP Nové Město Praha II."
305804,"MOP Nové Město Praha II."
305812,"MOP Pankrác Praha IV."
305821,"MOP Podolí Praha IV."
305839,"MOP Spořilov Praha IV."
305847,"MOP Spořilov Praha IV."
305855,"MOP Nové Město Praha II."
305863,"MOP Košíře Praha II."
305871,"MOP Bartolomějská Praha I."
305880,"MOP Nové Město Praha II."
305898,"MOP Smíchov Praha II."
305901,"MOP Nové Město Praha II."
305928,"MOP Dejvice Praha I."
305936,"MOP Dejvice Praha I."
305944,"MOP Letná Praha I."
305952,"MOP Letná Praha I."
305961,"MOP Letná Praha I."
305979,"MOP Ďáblice Praha III."
305987,"MOP Kobylisy Praha III."
305995,"MOP Prosek III."
306002,"MOP Kyje Praha III."
306011,"MOP Vysočany Praha III."
306029,"MOP Hostivař Praha IV."
306037,"MOP Hostivař Praha IV."
306045,"MOP Hostivař Praha IV."
306053,"MOP Jižní Město 1 Praha IV."
306061,"MOP Jižní Město 1 Praha IV."
306070,"MOP Jižní Město 1 Praha IV."
306088,"MOP Jižní Město 1 Praha IV."
306096,"MOP Jižní Město 1 Praha IV."
306100,"MOP Jižní Město 1 Praha IV."
306118,"MOP Jižní Město 1 Praha IV."
306126,"MOP Lhotka Praha IV."
306142,"MOP Lhotka Praha IV."
306151,"MOP Radotín Praha II."
306169,"MOP Radotín Praha II."
306177,"MOP Radotín Praha II."
306185,"MOP Radotín Praha II."
306193,"MOP Radotín Praha II."
306207,"MOP Barrandov Praha II."
306215,"MOP Barrandov Praha II."
306223,"MOP Stodůlky Praha II."
306231,"MOP Stodůlky Praha II."
306240,"MOP Stodůlky Praha II."
306258,"MOP Zličín Praha II."
306266,"MOP Zličín Praha II."
306274,"MOP Zličín Praha II."
306282,"MOP Břevnov Praha I."
306291,"MOP Břevnov Praha I."
306304,"MOP Řepy Praha I."
306312,"MOP Řepy Praha I."
306321,"MOP Ruzyně Praha I."
306339,"MOP Bohnice Praha III."
306347,"MOP Bohnice Praha III."
306355,"MOP Bohnice Praha III."
306363,"MOP Ďáblice Praha III."
306371,"MOP Ďáblice Praha III."
306380,"MOP Ďáblice Praha III."
306398,"MOP Letňany Praha III."
306401,"MOP Čakovice Praha III."
306410,"MOP Čakovice Praha III."
306428,"MOP Čakovice Praha III."
306436,"MOP Čakovice Praha III."
306444,"MOP Čakovice Praha III."
306452,"MOP Horní Počernice Praha III."
306461,"MOP Kyje Praha III."
306479,"MOP Kyje Praha III."
306487,"MOP Kyje Praha III."
306495,"MOP Horní Počernice Praha III."
306509,"MOP Horní Počernice Praha III."
306517,"MOP Horní Počernice Praha III."
306525,"MOP Kyje Praha III."
306541,"MOP Kyje Praha III."
306550,"MOP Újezd nad Lesy Praha III."
306568,"MOP Vršovice Praha IV."
306584,"MOP Uhříněves Praha IV."
306827,"MOP Řepy Praha I."
306835,"MOP Jižní Město 1 Praha IV."
306843,"MOP Modřany Praha IV."
306860,"OOP Ostrava - Hrabůvka"
306878,"OOP Ostrava - Hrabůvka"
306886,"OOP Ostrava - Zábřeh"
306894,"OOP Ostrava - Zábřeh"
306908,"MOP Lhotka Praha IV."
306916,"MOP Lhotka Praha IV."
306924,"MOP Lhotka Praha IV."
313246,"OOP Brno - Bystrc"
313254,"OOP Brno - Bystrc"
313262,"OOP Brno - výstaviště"
313271,"OOP Brno - Žabovřesky"
313289,"OOP Brno - sever"
313297,"OOP Brno - Židenice"
313301,"OOP Brno - Židenice"
313319,"OOP Brno - Židenice"
313327,"OOP Brno - Komárov"
313343,"OOP Brno - Královo Pole"
315354,"OOP Bohumín"
315362,"OOP Bohumín"
315761,"MOP Jarov Praha III."
315770,"MOP Jižní Město 1 Praha IV."
315788,"MOP Zahradní Město Praha IV."
315796,"MOP Modřany Praha IV."
315800,"MOP Modřany Praha IV."
315818,"MOP Modřany Praha IV."
315826,"MOP Lhotka Praha IV."
315834,"MOP Lhotka Praha IV."
315842,"MOP Modřany Praha IV."
315851,"MOP Lhotka Praha IV."
315869,"MOP Lhotka Praha IV."
315877,"MOP Podolí Praha IV."
315885,"MOP Pankrác Praha IV."
315893,"MOP Spořilov Praha IV."
315907,"MOP Spořilov Praha IV."
315915,"MOP Podolí Praha IV."
315923,"MOP Lhotka Praha IV."
315931,"MOP Lhotka Praha IV."
315958,"MOP Jižní Město 1 Praha IV."
315966,"MOP Jižní Město 1 Praha IV."
315974,"MOP Jižní Město 1 Praha IV."
315982,"MOP Lhotka Praha IV."
315991,"MOP Lhotka Praha IV."
316008,"MOP Lhotka Praha IV."
316016,"MOP Lhotka Praha IV."
316024,"MOP Lhotka Praha IV."
316032,"MOP Lhotka Praha IV."
316041,"MOP Lhotka Praha IV."
316059,"MOP Modřany Praha IV."
316067,"MOP Modřany Praha IV."
316075,"MOP Modřany Praha IV."
316083,"MOP Modřany Praha IV."
316091,"MOP Jižní Město 1 Praha IV."
316105,"MOP Jižní Město 1 Praha IV."
316113,"MOP Jižní Město 1 Praha IV."
316121,"MOP Jižní Město 1 Praha IV."
316130,"MOP Jižní Město 1 Praha IV."
316148,"MOP Lhotka Praha IV."
316156,"MOP Lhotka Praha IV."
316164,"MOP Lhotka Praha IV."
316172,"MOP Modřany Praha IV."
316199,"MOP Lhotka Praha IV."
316202,"MOP Lhotka Praha IV."
316211,"MOP Modřany Praha IV."
316245,"MOP Modřany Praha IV."
316253,"MOP Lhotka Praha IV."
316261,"MOP Modřany Praha IV."
316270,"MOP Modřany Praha IV."
316288,"MOP Modřany Praha IV."
316296,"MOP Modřany Praha IV."
316300,"MOP Modřany Praha IV."
316318,"MOP Modřany Praha IV."
316326,"MOP Smíchov Praha II."
316334,"MOP Stodůlky Praha II."
316342,"MOP Barrandov Praha II."
316369,"MOP Zličín Praha II."
316377,"MOP Košíře Praha II."
316385,"MOP Smíchovské nádraží"
316393,"MOP Barrandov Praha II."
316407,"MOP Barrandov Praha II."
316415,"MOP Radotín Praha II."
316431,"MOP Zličín Praha II."
316440,"MOP Košíře Praha II."
316458,"MOP Zličín Praha II."
316474,"MOP Barrandov Praha II."
316482,"MOP Barrandov Praha II."
316491,"MOP Barrandov Praha II."
316504,"MOP Barrandov Praha II."
316512,"MOP Barrandov Praha II."
316521,"MOP Barrandov Praha II."
316539,"MOP Barrandov Praha II."
316547,"MOP Barrandov Praha II."
316555,"MOP Barrandov Praha II."
316563,"MOP Barrandov Praha II."
316571,"MOP Radotín Praha II."
316580,"MOP Radotín Praha II."
316598,"MOP Radotín Praha II."
316601,"MOP Radotín Praha II."
316610,"MOP Radotín Praha II."
316628,"MOP Radotín Praha II."
316636,"MOP Radotín Praha II."
316644,"MOP Radotín Praha II."
316652,"MOP Radotín Praha II."
316661,"MOP Radotín Praha II."
316679,"MOP Radotín Praha II."
316687,"MOP Stodůlky Praha II."
316695,"MOP Radotín Praha II."
316709,"MOP Barrandov Praha II."
316717,"MOP Radotín Praha II."
316725,"MOP Barrandov Praha II."
316733,"MOP Barrandov Praha II."
316741,"MOP Stodůlky Praha II."
316750,"MOP Stodůlky Praha II."
316768,"MOP Barrandov Praha II."
316776,"MOP Barrandov Praha II."
316784,"MOP Stodůlky Praha II."
316792,"MOP Barrandov Praha II."
316806,"MOP Stodůlky Praha II."
316814,"MOP Stodůlky Praha II."
316822,"MOP Stodůlky Praha II."
316831,"MOP Stodůlky Praha II."
316849,"MOP Stodůlky Praha II."
316857,"MOP Stodůlky Praha II."
316865,"MOP Stodůlky Praha II."
316873,"MOP Stodůlky Praha II."
316881,"MOP Stodůlky Praha II."
316890,"MOP Stodůlky Praha II."
316903,"MOP Stodůlky Praha II."
316911,"MOP Zličín Praha II."
316920,"MOP Zličín Praha II."
316938,"MOP Zličín Praha II."
316946,"MOP Zličín Praha II."
316954,"MOP Ruzyně Praha I."
316962,"MOP Ďáblice Praha III."
316971,"MOP Ďáblice Praha III."
316989,"MOP Karlín Praha III."
316997,"MOP Libeň Praha III."
317004,"MOP Kyje Praha III."
317012,"MOP Kyje Praha III."
317021,"MOP Vysočany Praha III."
317039,"MOP Čakovice Praha III."
317047,"MOP Čakovice Praha III."
317055,"MOP Kyje Praha III."
317063,"MOP Kyje Praha III."
317071,"MOP Horní Počernice Praha III."
317080,"MOP Horní Počernice Praha III."
317098,"MOP Kyje Praha III."
317101,"MOP Čakovice Praha III."
317110,"MOP Prosek III."
317128,"MOP Prosek III."
317136,"MOP Kyje Praha III."
317152,"MOP Kyje Praha III."
317161,"MOP Horní Počernice Praha III."
317187,"MOP Kyje Praha III."
317195,"MOP Horní Počernice Praha III."
317209,"MOP Horní Počernice Praha III."
317217,"MOP Horní Počernice Praha III."
317225,"MOP Horní Počernice Praha III."
317233,"MOP Horní Počernice Praha III."
317241,"MOP Horní Počernice Praha III."
317250,"MOP Újezd nad Lesy Praha III."
317268,"MOP Újezd nad Lesy Praha III."
317276,"MOP Újezd nad Lesy Praha III."
317284,"MOP Újezd nad Lesy Praha III."
317292,"MOP Újezd nad Lesy Praha III."
317306,"MOP Újezd nad Lesy Praha III."
317314,"MOP Újezd nad Lesy Praha III."
317322,"MOP Újezd nad Lesy Praha III."
317331,"MOP Újezd nad Lesy Praha III."
317349,"MOP Újezd nad Lesy Praha III."
317357,"MOP Újezd nad Lesy Praha III."
317365,"MOP Újezd nad Lesy Praha III."
317373,"MOP Horní Počernice Praha III."
317381,"MOP Horní Počernice Praha III."
317390,"MOP Újezd nad Lesy Praha III."
317403,"MOP Kyje Praha III."
317411,"MOP Hostivař Praha IV."
317420,"MOP Hostivař Praha IV."
317438,"MOP Uhříněves Praha IV."
317446,"MOP Hostivař Praha IV."
317454,"MOP Hostivař Praha IV."
317462,"MOP Hostivař Praha IV."
317471,"MOP Hostivař Praha IV."
317489,"MOP Uhříněves Praha IV."
317497,"MOP Uhříněves Praha IV."
