Velké Němčice,Břeclav,Jihomoravský kraj,OOP Hustopeče,1751.0
Valašské Klobouky,Zlín,Zlínský kraj,OOP Valašské Klobouky,5060.0
Litochovice,Strakonice,Jihočeský kraj,OOP Volyně,299.0
Medlov,Olomouc,Olomoucký kraj,OOP Uničov,2262.0
Mrlínek,Kroměříž,Zlínský kraj,OOP Bystřice pod Hostýnem,286.0
Křepice,Znojmo,Jihomoravský kraj,OOP Jevišovice,1434.0
Syrov,Pelhřimov,Kraj Vysočina,OOP Humpolec,60.0
Domaželice,Přerov,Olomoucký kraj,OOP Přerov 1,563.0
Chotýšany,Benešov,Středočeský kraj,OOP Vlašim,487.0
Stonava,Karviná,Moravskoslezský kraj,OOP Horní Suchá,1792.0
Koclířov,Svitavy,Pardubický kraj,OOP Svitavy,687.0
Nečtiny,Plzeň-sever,Plzeňský kraj,OOP Úněšov,643.0
Níhov,Brno-venkov,Jihomoravský kraj,OOP Tišnov,205.0
Zábeštní Lhota,Přerov,Olomoucký kraj,OOP Přerov 2,162.0
Kamenné Zboží,Nymburk,Středočeský kraj,OOP Nymburk,566.0
Mezná,Tábor,Jihočeský kraj,OOP Soběslav,249.0
Chlum,Rokycany,Plzeňský kraj,OOP Zbiroh,1016.0
Libětice,Strakonice,Jihočeský kraj,OOP Volyně,79.0
Lysovice,Vyškov,Jihomoravský kraj,OOP Vyškov,263.0
Borovany,Písek,Jihočeský kraj,OOP Milevsko,4204.0
Veverské Knínice,Brno-venkov,Jihomoravský kraj,OOP Rosice,924.0
Syrovátka,Hradec Králové,Královéhradecký kraj,OOP Nový Bydžov,398.0
Žerčice,Mladá Boleslav,Středočeský kraj,OOP Dobrovice,372.0
Vrbátky,Prostějov,Olomoucký kraj,OOP Prostějov 1,1674.0
Opatov,Svitavy,Pardubický kraj,OOP Svitavy,2130.0
Hrubčice,Prostějov,Olomoucký kraj,OOP Prostějov 1,811.0
Mokrouše,Plzeň-město,Plzeňský kraj,OOP Starý Plzenec,205.0
Javornice,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Rychnov nad Kněžnou,921.0
Dobřív,Rokycany,Plzeňský kraj,OOP Hrádek,1251.0
Čistá,Svitavy,Pardubický kraj,OOP Litomyšl,2548.0
Nová Pec,Prachatice,Jihočeský kraj,OOP Volary,497.0
Nevratice,Jičín,Královéhradecký kraj,OOP Hořice,162.0
Horní Pěna,Jindřichův Hradec,Jihočeský kraj,OOP Jindřichův Hradec,595.0
Chobot,Strakonice,Jihočeský kraj,OOP Blatná,59.0
Žleby,Kutná Hora,Středočeský kraj,OOP Čáslav,1289.0
Měník,Hradec Králové,Královéhradecký kraj,OOP Nový Bydžov,603.0
Ketkovice,Brno-venkov,Jihomoravský kraj,OOP Ivančice,606.0
Nebřehovice,Strakonice,Jihočeský kraj,OOP Strakonice,140.0
Nechvalín,Hodonín,Jihomoravský kraj,OOP Kyjov,355.0
Bačkov,Havlíčkův Brod,Kraj Vysočina,OOP Golčův Jeníkov,137.0
Řípec,Tábor,Jihočeský kraj,OOP Veselí nad Lužnicí,312.0
Hrabová,Šumperk,Olomoucký kraj,OOP Zábřeh,583.0
Benešov nad Ploučnicí,Děčín,Ústecký kraj,OOP Benešov nad Ploučnicí,3924.0
Klášter,Plzeň-jih,Plzeňský kraj,OOP Nepomuk,190.0
Lesonice,Znojmo,Jihomoravský kraj,OOP Moravský Krumlov,658.0
Vojnův Městec,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,781.0
Chaloupky,Beroun,Středočeský kraj,OOP Hořovice,478.0
Nové Lublice,Opava,Moravskoslezský kraj,OOP Vítkov,209.0
Lochousice,Plzeň-sever,Plzeňský kraj,OOP Nýřany,113.0
Vodranty,Kutná Hora,Středočeský kraj,OOP Čáslav,76.0
Bělotín,Přerov,Olomoucký kraj,OOP Hranice na Moravě,1819.0
Pec,Domažlice,Plzeňský kraj,OOP Domažlice,245.0
Bystřec,Ústí nad Orlicí,Pardubický kraj,OOP Letohrad,1114.0
Krupka,Teplice,Ústecký kraj,OOP Krupka,13643.0
Študlov,Svitavy,Pardubický kraj,OOP Svitavy,638.0
Skotnice,Nový Jičín,Moravskoslezský kraj,OOP Příbor,732.0
Byzhradec,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Rychnov nad Kněžnou,200.0
Škrdlovice,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,633.0
Ješetice,Benešov,Středočeský kraj,OOP Votice,130.0
Březské,Žďár nad Sázavou,Kraj Vysočina,OOP Velká Bíteš,219.0
Opatovice nad Labem,Pardubice,Pardubický kraj,OOP Lázně Bohdaneč,2487.0
Bulovka,Liberec,Liberecký kraj,OOP Frýdlant,887.0
Vlkančice,Praha-východ,Středočeský kraj,OOP Kostelec nad Černými Lesy,144.0
Kladeruby,Vsetín,Zlínský kraj,OOP Valašské Meziříčí,428.0
Vojkov,Benešov,Středočeský kraj,OOP Votice,510.0
Přibyslavice,Brno-venkov,Jihomoravský kraj,OOP Rosice,1274.0
Řepín,Mělník,Středočeský kraj,OOP Mšeno,661.0
Borovník,Brno-venkov,Jihomoravský kraj,OOP Tišnov,95.0
Ohrobec,Praha-západ,Středočeský kraj,OOP Jílové u Prahy,1041.0
Růžďka,Vsetín,Zlínský kraj,OOP Jablůnka,934.0
Dolní Těšice,Přerov,Olomoucký kraj,OOP Hranice na Moravě,58.0
Bartoušov,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,167.0
Menhartice,Třebíč,Kraj Vysočina,OOP Jemnice,145.0
Hatín,Jindřichův Hradec,Jihočeský kraj,OOP Jindřichův Hradec,209.0
Poteč,Zlín,Zlínský kraj,OOP Valašské Klobouky,778.0
Hořátev,Nymburk,Středočeský kraj,OOP Nymburk,739.0
Litovel,Olomouc,Olomoucký kraj,OOP Litovel,9922.0
Jehnědí,Ústí nad Orlicí,Pardubický kraj,OOP Choceň,327.0
Chotěboř,Havlíčkův Brod,Kraj Vysočina,OOP Chotěboř,9549.0
Rosovice,Příbram,Středočeský kraj,OOP Dobříš,786.0
Krychnov,Kolín,Středočeský kraj,OOP Kouřim,102.0
Malá Lhota,Blansko,Jihomoravský kraj,OOP Blansko,140.0
Hořovice,Beroun,Středočeský kraj,OOP Hořovice,6767.0
Lašovice,Rakovník,Středočeský kraj,OOP Roztoky,123.0
Dřenice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,350.0
Paběnice,Kutná Hora,Středočeský kraj,OOP Zbraslavice,167.0
Trnávka,Nový Jičín,Moravskoslezský kraj,OOP Příbor,939.0
Bystřice pod Lopeníkem,Uherské Hradiště,Zlínský kraj,OOP Uherský Brod,810.0
Klamoš,Hradec Králové,Královéhradecký kraj,OOP Chlumec nad Cidlinou,394.0
Koryta,Mladá Boleslav,Středočeský kraj,OOP Mnichovo Hradiště,227.0
Pozďatín,Třebíč,Kraj Vysočina,OOP Náměšť nad Oslavou,173.0
Lejšovka,Hradec Králové,Královéhradecký kraj,OOP Třebechovice pod Orebem,197.0
Chvalnov-Lísky,Kroměříž,Zlínský kraj,OOP Morkovice-Slížany,265.0
Horoušany,Praha-východ,Středočeský kraj,OOP Úvaly,899.0
Budíškovice,Jindřichův Hradec,Jihočeský kraj,OOP Dačice,802.0
Velké Bílovice,Břeclav,Jihomoravský kraj,OOP Hustopeče,3866.0
Chodová Planá,Tachov,Plzeňský kraj,OOP Planá,1874.0
Žabčice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,1613.0
Předotice,Písek,Jihočeský kraj,OOP Čimelice,501.0
Komárov,Olomouc,Olomoucký kraj,OOP Šternberk,3081.0
Dolní Rožínka,Žďár nad Sázavou,Kraj Vysočina,OOP Bystřice nad Pernštejnem,660.0
Nižní Lhoty,Frýdek-Místek,Moravskoslezský kraj,OOP Nošovice,262.0
Mezno,Benešov,Středočeský kraj,OOP Votice,352.0
Domašov,Brno-venkov,Jihomoravský kraj,OOP Rosice,622.0
Červený Kostelec,Náchod,Královéhradecký kraj,OOP Hronov,8533.0
Nový Hrádek,Náchod,Královéhradecký kraj,OOP Náchod,784.0
Cerekvička-Rosice,Jihlava,Kraj Vysočina,OOP Jihlava,137.0
Soběnov,Český Krumlov,Jihočeský kraj,OOP Kaplice,350.0
Lubě,Blansko,Jihomoravský kraj,OOP Blansko,101.0
Poštovice,Kladno,Středočeský kraj,OOP Velvary,226.0
Stavenice,Šumperk,Olomoucký kraj,OOP Mohelnice,142.0
Lenešice,Louny,Ústecký kraj,OOP Postoloprty,1416.0
Kostelní Lhota,Nymburk,Středočeský kraj,OOP Sadská,812.0
Záryby,Praha-východ,Středočeský kraj,OOP Kostelec nad Labem,874.0
Ktová,Semily,Liberecký kraj,OOP Turnov,188.0
Dolní Stakory,Mladá Boleslav,Středočeský kraj,OOP Mladá Boleslav I,250.0
Kolaje,Nymburk,Středočeský kraj,OOP Městec Králové,86.0
Soběslavice,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,164.0
Vojslavice,Pelhřimov,Kraj Vysočina,OOP Humpolec,91.0
Zeleneč,Praha-východ,Středočeský kraj,OOP Čelákovice,2861.0
Nový Dům,Rakovník,Středočeský kraj,OOP Roztoky,156.0
Horní Libchava,Česká Lípa,Liberecký kraj,OOP Žandov,656.0
Stránka,Mělník,Středočeský kraj,OOP Mšeno,203.0
Olomučany,Blansko,Jihomoravský kraj,OOP Blansko,946.0
Modlany,Teplice,Ústecký kraj,OOP Krupka,930.0
Osové,Žďár nad Sázavou,Kraj Vysočina,OOP Velké Meziříčí,59.0
Spešov,Blansko,Jihomoravský kraj,OOP Blansko,642.0
Mořina,Beroun,Středočeský kraj,OOP Karlštejn,776.0
Hukvaldy,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,1943.0
Vápenice,Uherské Hradiště,Zlínský kraj,OOP Bojkovice,200.0
Chleby,Benešov,Středočeský kraj,OOP Týnec nad Sázavou,480.0
Noviny pod Ralskem,Česká Lípa,Liberecký kraj,OOP Minoň,268.0
Bílá Třemešná,Trutnov,Královéhradecký kraj,OOP Dvůr Králové nad Labem,1331.0
Třebešice,Benešov,Středočeský kraj,OOP Vlašim,341.0
Čelákovice,Praha-východ,Středočeský kraj,OOP Čelákovice,11539.0
Rušinov,Havlíčkův Brod,Kraj Vysočina,OOP Chotěboř,179.0
Častrov,Pelhřimov,Kraj Vysočina,OOP Počátky,550.0
Močovice,Kutná Hora,Středočeský kraj,OOP Čáslav,363.0
Bystřany,Teplice,Ústecký kraj,OOP Prosetice,1880.0
Šternberk,Olomouc,Olomoucký kraj,OOP Šternberk,13663.0
Dlouhá Třebová,Ústí nad Orlicí,Pardubický kraj,OOP Ústí nad Orlicí,1260.0
Chromeč,Šumperk,Olomoucký kraj,OOP Šumperk,587.0
Činěves,Nymburk,Středočeský kraj,OOP Městec Králové,497.0
Moravičany,Šumperk,Olomoucký kraj,OOP Mohelnice,1269.0
Kašperské Hory,Klatovy,Plzeňský kraj,OOP Kašperské Hory,1480.0
Stradonice,Kladno,Středočeský kraj,OOP Velvary,119.0
Lipník,Třebíč,Kraj Vysočina,OOP Hrotovice,688.0
Písková Lhota,Nymburk,Středočeský kraj,OOP Poděbrady,1122.0
Hněvošice,Opava,Moravskoslezský kraj,OOP Kravaře,1016.0
Gruna,Svitavy,Pardubický kraj,OOP Moravská Třebová,150.0
Příbram na Moravě,Brno-venkov,Jihomoravský kraj,OOP Rosice,581.0
Stránecká Zhoř,Žďár nad Sázavou,Kraj Vysočina,OOP Velké Meziříčí,616.0
Pravlov,Brno-venkov,Jihomoravský kraj,OOP Ivančice,559.0
Smrčná,Jihlava,Kraj Vysočina,OOP Jihlava,346.0
Kochánov,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,148.0
Počítky,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,234.0
Libkov,Domažlice,Plzeňský kraj,OOP Kdyně,191.0
Oucmanice,Ústí nad Orlicí,Pardubický kraj,OOP Choceň,225.0
Nový Jičín,Nový Jičín,Moravskoslezský kraj,OOP Nový Jičín,23870.0
Jedomělice,Kladno,Středočeský kraj,OOP Slaný,372.0
Vápenná,Jeseník,Olomoucký kraj,OOP Javorník,1391.0
Pomezí,Svitavy,Pardubický kraj,OOP Polička,1173.0
Mokošín,Pardubice,Pardubický kraj,OOP Přelouč,160.0
Svinaře,Beroun,Středočeský kraj,OOP Karlštejn,540.0
Čavisov,Ostrava-město,Moravskoslezský kraj,OOP Ostrava - Poruba 2,516.0
Třebovice,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,800.0
Rodinov,Pelhřimov,Kraj Vysočina,OOP Kamenice nad Lipou,212.0
Budišov,Třebíč,Kraj Vysočina,OOP Třebíč,1200.0
Tišice,Mělník,Středočeský kraj,OOP Kostelec nad Labem,1922.0
Hrádek nad Nisou,Liberec,Liberecký kraj,OOP Hrádek nad Nisou,7619.0
Rodná,Tábor,Jihočeský kraj,OOP Mladá Vožice,91.0
Horní Čermná,Ústí nad Orlicí,Pardubický kraj,OOP Lanškroun,1023.0
Hořešovičky,Kladno,Středočeský kraj,OOP Slaný,147.0
Zvěřínek,Nymburk,Středočeský kraj,OOP Sadská,253.0
Libuň,Jičín,Královéhradecký kraj,OOP Sobotka,776.0
Vrážné,Svitavy,Pardubický kraj,OOP Moravská Třebová,74.0
Lázně Bělohrad,Jičín,Královéhradecký kraj,OOP Nová Paka,3713.0
Staré Hutě,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,131.0
Podbořany,Louny,Ústecký kraj,OOP Podbořany,6327.0
Sudkov,Šumperk,Olomoucký kraj,OOP Zábřeh,1140.0
Chrtníč,Havlíčkův Brod,Kraj Vysočina,OOP Golčův Jeníkov,134.0
Břest,Kroměříž,Zlínský kraj,OOP Hulín,921.0
Čtveřín,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,480.0
Žeraviny,Hodonín,Jihomoravský kraj,OOP Veselí nad Moravou,200.0
Běštín,Beroun,Středočeský kraj,OOP Hořovice,300.0
Kozly,Česká Lípa,Liberecký kraj,OOP Žandov,282.0
Květnice,Praha-východ,Středočeský kraj,OOP Úvaly,1217.0
Opočno,Louny,Ústecký kraj,OOP Postoloprty,3255.0
Domanín,Jindřichův Hradec,Jihočeský kraj,OOP Třeboň,1375.0
Sokolov,Sokolov,Karlovarský kraj,OOP Sokolov - město,24148.0
Řepiště,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,1709.0
Jamné nad Orlicí,Ústí nad Orlicí,Pardubický kraj,OOP Letohrad,694.0
Dolní Čermná,Ústí nad Orlicí,Pardubický kraj,OOP Lanškroun,1306.0
Nemanice,Domažlice,Plzeňský kraj,OOP Domažlice,275.0
Světlá nad Sázavou,Havlíčkův Brod,Kraj Vysočina,OOP Světlá nad Sázavou,6823.0
Neubuz,Zlín,Zlínský kraj,OOP Vizovice,445.0
Boletice,Český Krumlov,Jihočeský kraj,OOP Horní Planá,314.0
Hrabyně,Opava,Moravskoslezský kraj,OOP Opava,1180.0
Nový Malín,Šumperk,Olomoucký kraj,OOP Šumperk,3195.0
Dražice,Tábor,Jihočeský kraj,OOP Tábor,787.0
Dolní Němčí,Uherské Hradiště,Zlínský kraj,OOP Uherský Brod,3026.0
Pátek,Nymburk,Středočeský kraj,OOP Poděbrady,592.0
Medlovice,Vyškov,Jihomoravský kraj,OOP Vyškov,809.0
Podivice,Vyškov,Jihomoravský kraj,OOP Vyškov,202.0
Osoblaha,Bruntál,Moravskoslezský kraj,OOP Město Albrechtice,1109.0
Horní Řasnice,Liberec,Liberecký kraj,OOP Frýdlant,247.0
Lhotky,Mladá Boleslav,Středočeský kraj,OOP Dobrovice,149.0
Kateřinice,Nový Jičín,Moravskoslezský kraj,OOP Příbor,1603.0
Zaječice,Chrudim,Pardubický kraj,OOP Chrast,1049.0
Mladotice,Plzeň-sever,Plzeňský kraj,OOP Kralovice,556.0
Mirošov,Žďár nad Sázavou,Kraj Vysočina,OOP Nové Město na Moravě,2541.0
Dětřichov u Moravské Třebové,Svitavy,Pardubický kraj,OOP Moravská Třebová,199.0
Staré Hradiště,Pardubice,Pardubický kraj,OOP Pardubice 2,1550.0
Luby,Cheb,Karlovarský kraj,OOP Plesná,2312.0
Raduň,Opava,Moravskoslezský kraj,OOP Hradec nad Moravicí,971.0
Dolní Rychnov,Sokolov,Karlovarský kraj,OOP Sokolov - město,1422.0
Velké Hostěrádky,Břeclav,Jihomoravský kraj,OOP Hustopeče,463.0
Třebsko,Příbram,Středočeský kraj,OOP Březnice,212.0
Psáře,Benešov,Středočeský kraj,OOP Vlašim,129.0
Cekov,Rokycany,Plzeňský kraj,OOP Zbiroh,121.0
Střelské Hoštice,Strakonice,Jihočeský kraj,OOP Radomyšl,894.0
Hodkovice nad Mohelkou,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,2802.0
Cerekvice nad Loučnou,Svitavy,Pardubický kraj,OOP Litomyšl,862.0
Uhlířské Janovice,Kutná Hora,Středočeský kraj,OOP Uhlířské Janovice,3070.0
Lhotka,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,1447.0
Křtomil,Přerov,Olomoucký kraj,OOP Přerov 1,434.0
Chrudichromy,Blansko,Jihomoravský kraj,OOP Boskovice,184.0
Výprachtice,Ústí nad Orlicí,Pardubický kraj,OOP Lanškroun,989.0
Hodonice,Znojmo,Jihomoravský kraj,OOP Znojmo,1961.0
Všechovice,Brno-venkov,Jihomoravský kraj,OOP Tišnov,1090.0
Dobrná,Děčín,Ústecký kraj,OOP Benešov nad Ploučnicí,454.0
Dolce,Plzeň-jih,Plzeňský kraj,OOP Přeštice,271.0
Hobšovice,Kladno,Středočeský kraj,OOP Velvary,363.0
Hazlov,Cheb,Karlovarský kraj,OOP Františkovy Lázně,1633.0
Vimperk,Prachatice,Jihočeský kraj,OOP Vimperk,7728.0
Horní Bojanovice,Břeclav,Jihomoravský kraj,OOP Hustopeče,654.0
Korozluky,Most,Ústecký kraj,OOP Obrnice,180.0
Cetechovice,Kroměříž,Zlínský kraj,OOP Morkovice-Slížany,197.0
Šumná,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,621.0
Zádveřice-Raková,Zlín,Zlínský kraj,OOP Vizovice,1403.0
Svor,Česká Lípa,Liberecký kraj,OOP Cvikov,666.0
Nová Telib,Mladá Boleslav,Středočeský kraj,OOP Dobrovice,223.0
Stod,Plzeň-jih,Plzeňský kraj,OOP Stod,3735.0
Dolní Kounice,Brno-venkov,Jihomoravský kraj,OOP Ivančice,2447.0
Nepoměřice,Kutná Hora,Středočeský kraj,OOP Uhlířské Janovice,217.0
Krásensko,Vyškov,Jihomoravský kraj,OOP Vyškov,405.0
Podbřezí,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Dobruška,524.0
Drahobuz,Litoměřice,Ústecký kraj,OOP Štětí,265.0
Myslkovice,Tábor,Jihočeský kraj,OOP Soběslav,379.0
Mutěnice,Strakonice,Jihočeský kraj,OOP Strakonice,3885.0
Bačice,Třebíč,Kraj Vysočina,OOP Hrotovice,202.0
Žitenice,Litoměřice,Ústecký kraj,OOP Litoměřice,1477.0
Záboří nad Labem,Kutná Hora,Středočeský kraj,OOP Kutná Hora,846.0
Dzbel,Prostějov,Olomoucký kraj,OOP Konice,257.0
Kyje,Jičín,Královéhradecký kraj,OOP Jičín,61.0
Košetice,Pelhřimov,Kraj Vysočina,OOP Pacov,708.0
Švihov,Klatovy,Plzeňský kraj,OOP Švihov,1727.0
Hejnice,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,2982.0
Třešť,Jihlava,Kraj Vysočina,OOP Třešť,5856.0
Rpety,Beroun,Středočeský kraj,OOP Hořovice,474.0
Hodonín,Blansko,Jihomoravský kraj,OOP Letovice,25649.0
Radětice,Příbram,Středočeský kraj,OOP Milín,376.0
Strachoňovice,Jihlava,Kraj Vysočina,OOP Telč,82.0
Dolní Hrachovice,Tábor,Jihočeský kraj,OOP Mladá Vožice,136.0
Oskořínek,Nymburk,Středočeský kraj,OOP Křinec,543.0
Záluží,Litoměřice,Ústecký kraj,OOP Roudnice nad Labem,628.0
Prachatice,Prachatice,Jihočeský kraj,OOP Prachatice,11405.0
Roudná,Tábor,Jihočeský kraj,OOP Soběslav,533.0
Lhotsko,Zlín,Zlínský kraj,OOP Vizovice,251.0
Verušičky,Karlovy Vary,Karlovarský kraj,OOP Bochov,399.0
Bojanovice,Znojmo,Jihomoravský kraj,OOP Jevišovice,612.0
Hajany,Brno-venkov,Jihomoravský kraj,OOP Rajhrad,481.0
Rašín,Jičín,Královéhradecký kraj,OOP Hořice,83.0
Klučov,Třebíč,Kraj Vysočina,OOP Hrotovice,1071.0
Tisem,Benešov,Středočeský kraj,OOP Týnec nad Sázavou,222.0
Křenov,Svitavy,Pardubický kraj,OOP Moravská Třebová,416.0
Holoubkov,Rokycany,Plzeňský kraj,OOP Rokycany,1462.0
Tuřany,Kladno,Středočeský kraj,OOP Slaný,685.0
Travčice,Litoměřice,Ústecký kraj,OOP Terezín,596.0
Peč,Jindřichův Hradec,Jihočeský kraj,OOP Dačice,430.0
Křivoklát,Rakovník,Středočeský kraj,OOP Roztoky,688.0
Radíkovice,Hradec Králové,Královéhradecký kraj,OOP Nový Bydžov,182.0
Blatnička,Hodonín,Jihomoravský kraj,OOP Veselí nad Moravou,454.0
Jabloňov,Žďár nad Sázavou,Kraj Vysočina,OOP Velké Meziříčí,342.0
Lenora,Prachatice,Jihočeský kraj,OOP Horní Vltavice,795.0
Tasov,Hodonín,Jihomoravský kraj,OOP Veselí nad Moravou,1143.0
Ledečko,Kutná Hora,Středočeský kraj,OOP Uhlířské Janovice,175.0
Kanice,Brno-venkov,Jihomoravský kraj,OOP Šlapanice,961.0
Skřipov,Opava,Moravskoslezský kraj,OOP Hradec nad Moravicí,1009.0
Svoboda nad Úpou,Trutnov,Královéhradecký kraj,OOP Svoboda nad Úpou,2170.0
Řendějov,Kutná Hora,Středočeský kraj,OOP Zruč nad Sázavou,254.0
Vysočany,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,908.0
Jahodov,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Rychnov nad Kněžnou,92.0
Dolní Pohleď,Kutná Hora,Středočeský kraj,OOP Zruč nad Sázavou,88.0
Husinec,Prachatice,Jihočeský kraj,OOP Prachatice,2704.0
Skašov,Plzeň-jih,Plzeňský kraj,OOP Přeštice,239.0
Luboměř,Nový Jičín,Moravskoslezský kraj,OOP Odry,379.0
Plaveč,Znojmo,Jihomoravský kraj,OOP Jevišovice,450.0
Ovesná Lhota,Havlíčkův Brod,Kraj Vysočina,OOP Světlá nad Sázavou,184.0
Vitějovice,Prachatice,Jihočeský kraj,OOP Netolice,503.0
Újezd u Přelouče,Pardubice,Pardubický kraj,OOP Chvaletice,200.0
Záměl,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Kostelec nad Orlicí,653.0
Přídolí,Český Krumlov,Jihočeský kraj,OOP Český Krumlov,675.0
Zaječí,Břeclav,Jihomoravský kraj,OOP Hustopeče,1438.0
Okřínek,Nymburk,Středočeský kraj,OOP Poděbrady,155.0
Valšov,Bruntál,Moravskoslezský kraj,OOP Bruntál,265.0
Bor u Skutče,Chrudim,Pardubický kraj,OOP Skuteč,156.0
Račiněves,Litoměřice,Ústecký kraj,OOP Libochovice,549.0
Lípa,Zlín,Zlínský kraj,OOP Vizovice,1832.0
Rybné,Jihlava,Kraj Vysočina,OOP Polná,122.0
Zdobnice,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Rokytnice v Orlických horách,171.0
Bítovčice,Jihlava,Kraj Vysočina,OOP Polná,434.0
Červený Hrádek,Jindřichův Hradec,Jihočeský kraj,OOP Dačice,212.0
Slabčice,Písek,Jihočeský kraj,OOP Milevsko,334.0
Vatín,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,341.0
Neplachov,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,392.0
Budiměřice,Nymburk,Středočeský kraj,OOP Nymburk,620.0
Horoměřice,Praha-západ,Středočeský kraj,OOP Libčice nad Vltavou,3392.0
Kunčina Ves,Blansko,Jihomoravský kraj,OOP Boskovice,55.0
Huzová,Olomouc,Olomoucký kraj,OOP Šternberk,613.0
Kuželov,Hodonín,Jihomoravský kraj,OOP Veselí nad Moravou,407.0
Velké Hoštice,Opava,Moravskoslezský kraj,OOP Kravaře,1767.0
Kobeřice,Opava,Moravskoslezský kraj,OOP Kravaře,3287.0
Kojátky,Vyškov,Jihomoravský kraj,OOP Bučovice,309.0
Brodek u Konice,Prostějov,Olomoucký kraj,OOP Konice,906.0
Žacléř,Trutnov,Královéhradecký kraj,OOP Žacléř,3484.0
Bezděkov pod Třemšínem,Příbram,Středočeský kraj,OOP Rožmitál pod Třemšínem,156.0
Kašnice,Břeclav,Jihomoravský kraj,OOP Hustopeče,232.0
Osičky,Hradec Králové,Královéhradecký kraj,OOP Nový Bydžov,141.0
Fryčovice,Frýdek-Místek,Moravskoslezský kraj,OOP Brušperk,2359.0
Bartošovice v Orlických horách,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Rokytnice v Orlických horách,216.0
Ochoz u Brna,Brno-venkov,Jihomoravský kraj,OOP Šlapanice,1264.0
Jarošov,Svitavy,Pardubický kraj,OOP Litomyšl,184.0
Chuchelná,Opava,Moravskoslezský kraj,OOP Kravaře,1278.0
Orlické Záhoří,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Rokytnice v Orlických horách,196.0
Vysočina,Chrudim,Pardubický kraj,OOP Hlinsko,708.0
Věcov,Žďár nad Sázavou,Kraj Vysočina,OOP Nové Město na Moravě,687.0
Radošovice,Benešov,Středočeský kraj,OOP Vlašim,1163.0
Pustá Rybná,Svitavy,Pardubický kraj,OOP Polička,174.0
Vítanov,Chrudim,Pardubický kraj,OOP Hlinsko,431.0
Zlobice,Kroměříž,Zlínský kraj,OOP Kroměříž,635.0
Všemina,Zlín,Zlínský kraj,OOP Vizovice,1120.0
Horní Bradlo,Chrudim,Pardubický kraj,OOP Hlinsko,465.0
Buš,Praha-západ,Středočeský kraj,OOP Hradištko,315.0
Očihov,Louny,Ústecký kraj,OOP Kryry,357.0
Mimoň,Česká Lípa,Liberecký kraj,OOP Minoň,6680.0
Oldřichovice,Zlín,Zlínský kraj,OOP Napajedla,377.0
Přehořov,Tábor,Jihočeský kraj,OOP Soběslav,335.0
Mačkov,Strakonice,Jihočeský kraj,OOP Blatná,291.0
Martinice v Krkonoších,Semily,Liberecký kraj,OOP Jilemnice,577.0
Úhlejov,Jičín,Královéhradecký kraj,OOP Hořice,160.0
Trnová,Plzeň-sever,Plzeňský kraj,OOP Třemošná,1124.0
Tachlovice,Praha-západ,Středočeský kraj,OOP Hostivice,831.0
Ctiněves,Litoměřice,Ústecký kraj,OOP Roudnice nad Labem,312.0
Špindlerův Mlýn,Trutnov,Královéhradecký kraj,OOP Špindlerův Mlýn,1209.0
Nové Město na Moravě,Žďár nad Sázavou,Kraj Vysočina,OOP Nové Město na Moravě,10269.0
Zálužice,Louny,Ústecký kraj,OOP Žatec,73.0
Podbrdy,Beroun,Středočeský kraj,OOP Karlštejn,197.0
Kladky,Prostějov,Olomoucký kraj,OOP Konice,364.0
Zábřeh,Šumperk,Olomoucký kraj,OOP Zábřeh,13983.0
Jince,Příbram,Středočeský kraj,OOP Příbram - venkov,2265.0
Kozlany,Třebíč,Kraj Vysočina,OOP Náměšť nad Oslavou,456.0
Kovářská,Chomutov,Ústecký kraj,OOP Vejprty,1181.0
Veverská Bítýška,Brno-venkov,Jihomoravský kraj,OOP Kuřim,3071.0
