Stvolová,Blansko,Jihomoravský kraj,OOP Letovice,136.0
Velký Šenov,Děčín,Ústecký kraj,OOP Velký Šenov,1995.0
Dolní Morava,Ústí nad Orlicí,Pardubický kraj,OOP Králíky,299.0
Chotyně,Liberec,Liberecký kraj,OOP Hrádek nad Nisou,908.0
Zástřizly,Kroměříž,Zlínský kraj,OOP Morkovice-Slížany,143.0
Úboč,Domažlice,Plzeňský kraj,OOP Kdyně,101.0
Žimutice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,595.0
Horušice,Kutná Hora,Středočeský kraj,OOP Čáslav,196.0
Potvorov,Plzeň-sever,Plzeňský kraj,OOP Kralovice,136.0
Žihle,Plzeň-sever,Plzeňský kraj,OOP Kralovice,1450.0
Záborná,Jihlava,Kraj Vysočina,OOP Polná,234.0
Doubek,Praha-východ,Středočeský kraj,OOP Říčany,232.0
Chotěšov,Plzeň-jih,Plzeňský kraj,OOP Stod,3279.0
Košařiska,Frýdek-Místek,Moravskoslezský kraj,OOP Třinec,382.0
Václavov u Bruntálu,Bruntál,Moravskoslezský kraj,OOP Bruntál,508.0
Horní Počaply,Mělník,Středočeský kraj,OOP Horní Počaply,1506.0
Tržek,Svitavy,Pardubický kraj,OOP Litomyšl,161.0
Bocanovice,Frýdek-Místek,Moravskoslezský kraj,OOP Jablunkov,431.0
Blízkov,Žďár nad Sázavou,Kraj Vysočina,OOP Velké Meziříčí,315.0
Zábrodí,Náchod,Královéhradecký kraj,OOP Hronov,468.0
Olbramovice,Benešov,Středočeský kraj,OOP Votice,2261.0
Příštpo,Třebíč,Kraj Vysočina,OOP Hrotovice,278.0
Ražice,Písek,Jihočeský kraj,OOP Protivín,388.0
Miroslavské Knínice,Znojmo,Jihomoravský kraj,OOP Moravský Krumlov,340.0
Běstovice,Ústí nad Orlicí,Pardubický kraj,OOP Choceň,459.0
Kopidlo,Plzeň-sever,Plzeňský kraj,OOP Kralovice,127.0
Cerhenice,Kolín,Středočeský kraj,OOP Pečky,1614.0
Vepříkov,Havlíčkův Brod,Kraj Vysočina,OOP Golčův Jeníkov,342.0
Břežany,Rakovník,Středočeský kraj,OOP Jesenice,1213.0
Nýrsko,Klatovy,Plzeňský kraj,OOP Nýrsko,5092.0
Boršice u Blatnice,Uherské Hradiště,Zlínský kraj,OOP Uherský Ostroh,843.0
Rodvínov,Jindřichův Hradec,Jihočeský kraj,OOP Jindřichův Hradec,478.0
Slavošov,Kutná Hora,Středočeský kraj,OOP Zruč nad Sázavou,145.0
Mokrovraty,Příbram,Středočeský kraj,OOP Dobříš,703.0
Čečkovice,Havlíčkův Brod,Kraj Vysočina,OOP Chotěboř,81.0
Moravice,Opava,Moravskoslezský kraj,OOP Vítkov,251.0
Veselý Žďár,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,530.0
Slavičky,Třebíč,Kraj Vysočina,OOP Třebíč,247.0
Jedlová,Svitavy,Pardubický kraj,OOP Polička,1012.0
Jedlany,Tábor,Jihočeský kraj,OOP Mladá Vožice,77.0
Křižánky,Žďár nad Sázavou,Kraj Vysočina,OOP Nové Město na Moravě,380.0
Katov,Brno-venkov,Jihomoravský kraj,OOP Tišnov,280.0
Chvalíkovice,Opava,Moravskoslezský kraj,OOP Hradec nad Moravicí,702.0
Ondřejov,Praha-východ,Středočeský kraj,OOP Říčany,1462.0
Cikháj,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,105.0
Prosenická Lhota,Příbram,Středočeský kraj,OOP Sedlčany,475.0
Ježená,Jihlava,Kraj Vysočina,OOP Jihlava,126.0
Pojbuky,Tábor,Jihočeský kraj,OOP Mladá Vožice,113.0
Svaté Pole,Příbram,Středočeský kraj,OOP Dobříš,377.0
Rašov,Brno-venkov,Jihomoravský kraj,OOP Tišnov,223.0
Studenec,Třebíč,Kraj Vysočina,OOP Náměšť nad Oslavou,2396.0
Řikonín,Brno-venkov,Jihomoravský kraj,OOP Tišnov,34.0
Lešany,Benešov,Středočeský kraj,OOP Týnec nad Sázavou,1065.0
Jiratice,Třebíč,Kraj Vysočina,OOP Jemnice,78.0
Únětice,Praha-západ,Středočeský kraj,OOP Libčice nad Vltavou,785.0
Štěměchy,Třebíč,Kraj Vysočina,OOP Okříšky,310.0
Lovčovice,Třebíč,Kraj Vysočina,OOP Jemnice,57.0
Zdemyslice,Plzeň-jih,Plzeňský kraj,OOP Blovice,539.0
Olešnice,Semily,Liberecký kraj,OOP Turnov,3464.0
Lišov,České Budějovice,Jihočeský kraj,OOP Lišov,4116.0
Stanoviště,Brno-venkov,Jihomoravský kraj,OOP Rosice,362.0
Voleč,Pardubice,Pardubický kraj,OOP Lázně Bohdaneč,339.0
Nikolčice,Břeclav,Jihomoravský kraj,OOP Hustopeče,798.0
Hora Svatého Václava,Domažlice,Plzeňský kraj,OOP Poběžovice,64.0
Kvasice,Kroměříž,Zlínský kraj,OOP Kroměříž,2274.0
Litvínovice,České Budějovice,Jihočeský kraj,OOP Boršov nad Vltavou,2188.0
Smědčice,Rokycany,Plzeňský kraj,OOP Radnice,245.0
Mýto,Rokycany,Plzeňský kraj,OOP Rokycany,1506.0
Rosička,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,104.0
Tuchoraz,Kolín,Středočeský kraj,OOP Český Brod,422.0
Kváskovice,Strakonice,Jihočeský kraj,OOP Vodňany,107.0
Nedašova Lhota,Zlín,Zlínský kraj,OOP Valašské Klobouky,734.0
Slavoňov,Náchod,Královéhradecký kraj,OOP Nové Město nad Metují,291.0
Bohatice,Česká Lípa,Liberecký kraj,OOP Minoň,178.0
Mnich,Pelhřimov,Kraj Vysočina,OOP Kamenice nad Lipou,398.0
Vranovice-Kelčice,Prostějov,Olomoucký kraj,OOP Němčice nad Hanou,613.0
Okounov,Chomutov,Ústecký kraj,OOP Klášterec nad Ohří,317.0
Stolany,Chrudim,Pardubický kraj,OOP Chrudim,371.0
Nekoř,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,935.0
Podkopná Lhota,Zlín,Zlínský kraj,OOP Fryšták,326.0
Vidonín,Žďár nad Sázavou,Kraj Vysočina,OOP Velká Bíteš,170.0
Polnička,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,782.0
Horní Cerekev,Pelhřimov,Kraj Vysočina,OOP Počátky,1852.0
Dolní Habartice,Děčín,Ústecký kraj,OOP Benešov nad Ploučnicí,562.0
Čechtice,Benešov,Středočeský kraj,OOP Čechtice,1414.0
Polešovice,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,2007.0
Rýmařov,Bruntál,Moravskoslezský kraj,OOP Rýmařov,8595.0
Bělá pod Bezdězem,Mladá Boleslav,Středočeský kraj,OOP Bělá pod Bezdězem,4902.0
Ústín,Olomouc,Olomoucký kraj,OOP Lutín,400.0
Hlinsko,Přerov,Olomoucký kraj,OOP Lipník nad Bečvou,10279.0
Jaroměřice nad Rokytnou,Třebíč,Kraj Vysočina,OOP Hrotovice,4224.0
Janovice nad Úhlavou,Klatovy,Plzeňský kraj,OOP Nýrsko,2218.0
Vojtěchov,Chrudim,Pardubický kraj,OOP Hlinsko,417.0
Leskovec nad Moravicí,Bruntál,Moravskoslezský kraj,OOP Bruntál,444.0
Habartov,Sokolov,Karlovarský kraj,OOP Habartov,5166.0
Martiněves,Litoměřice,Ústecký kraj,OOP Libochovice,752.0
Mořkov,Nový Jičín,Moravskoslezský kraj,OOP Nový Jičín,2477.0
Všenice,Rokycany,Plzeňský kraj,OOP Radnice,260.0
Miřejovice,Litoměřice,Ústecký kraj,OOP Litoměřice,192.0
Hříškov,Louny,Ústecký kraj,OOP Louny,402.0
Otvovice,Kladno,Středočeský kraj,OOP Kladno - venkov,783.0
Rohozná,Jihlava,Kraj Vysočina,OOP Třešť,1040.0
Nadryby,Plzeň-sever,Plzeňský kraj,OOP Třemošná,110.0
Osová Bítýška,Žďár nad Sázavou,Kraj Vysočina,OOP Velká Bíteš,855.0
Vyškovec,Uherské Hradiště,Zlínský kraj,OOP Bojkovice,151.0
Velenice,Česká Lípa,Liberecký kraj,OOP Minoň,394.0
Černožice,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,1158.0
Bělá nad Svitavou,Svitavy,Pardubický kraj,OOP Svitavy,508.0
Podmoklany,Havlíčkův Brod,Kraj Vysočina,OOP Chotěboř,140.0
Věšín,Příbram,Středočeský kraj,OOP Rožmitál pod Třemšínem,650.0
Nové Strašecí,Rakovník,Středočeský kraj,OOP Nové Strašecí,5244.0
Pustá Polom,Opava,Moravskoslezský kraj,OOP Opava,1453.0
Klecany,Praha-východ,Středočeský kraj,OOP Odolena Voda,2880.0
Křídlůvky,Znojmo,Jihomoravský kraj,OOP Hrušovany nad Jevišovkou,230.0
Hradčany,Brno-venkov,Jihomoravský kraj,OOP Tišnov,1095.0
Litohoř,Třebíč,Kraj Vysočina,OOP Moravské Budějovice,592.0
Valeč,Karlovy Vary,Karlovarský kraj,OOP Žlutice,1062.0
Bylany,Chrudim,Pardubický kraj,OOP Heřmanův Městec,407.0
Kralice nad Oslavou,Třebíč,Kraj Vysočina,OOP Náměšť nad Oslavou,969.0
Výsluní,Chomutov,Ústecký kraj,OOP Vejprty,351.0
Ostředek,Benešov,Středočeský kraj,OOP Sázava,358.0
Bernartice nad Odrou,Nový Jičín,Moravskoslezský kraj,OOP Nový Jičín,954.0
Hustopeče nad Bečvou,Přerov,Olomoucký kraj,OOP Hranice na Moravě,1744.0
Zašová,Vsetín,Zlínský kraj,OOP Rožnov pod Radhoštěm,2925.0
Krtov,Tábor,Jihočeský kraj,OOP Sezimovo Ústí,143.0
Kobylí,Břeclav,Jihomoravský kraj,OOP Hustopeče,2108.0
Žerotín,Olomouc,Olomoucký kraj,OOP Šternberk,623.0
Zálesí,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,184.0
Dílce,Jičín,Královéhradecký kraj,OOP Jičín,49.0
Nová Role,Karlovy Vary,Karlovarský kraj,OOP Nová Role,4086.0
Čtyřkoly,Benešov,Středočeský kraj,OOP Čerčany,568.0
Nasavrky,Tábor,Jihočeský kraj,OOP Mladá Vožice,1864.0
Petkovy,Mladá Boleslav,Středočeský kraj,OOP Mnichovo Hradiště,283.0
Dolany,Kladno,Středočeský kraj,OOP Unhošť,5736.0
Loučovice,Český Krumlov,Jihočeský kraj,OOP Vyšší Brod,1718.0
Vřesová,Sokolov,Karlovarský kraj,OOP Chodov,407.0
Krčmaň,Olomouc,Olomoucký kraj,OOP Olomouc 3,464.0
Starý Petřín,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,222.0
Horní Benešov,Bruntál,Moravskoslezský kraj,OOP Bruntál,2375.0
Zběšičky,Písek,Jihočeský kraj,OOP Milevsko,145.0
Jinín,Strakonice,Jihočeský kraj,OOP Strakonice,184.0
Terešov,Rokycany,Plzeňský kraj,OOP Zbiroh,152.0
Máslojedy,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,220.0
Malonty,Český Krumlov,Jihočeský kraj,OOP Kaplice,1323.0
Buk,Prachatice,Jihočeský kraj,OOP Vimperk,630.0
Česká Třebová,Ústí nad Orlicí,Pardubický kraj,OOP Česká Třebová,16060.0
Libá,Cheb,Karlovarský kraj,OOP Františkovy Lázně,740.0
Zářecká Lhota,Ústí nad Orlicí,Pardubický kraj,OOP Choceň,182.0
Vratimov,Ostrava-město,Moravskoslezský kraj,OOP Vratimov,6890.0
Slepotice,Pardubice,Pardubický kraj,OOP Pardubice 3,440.0
Niměřice,Mladá Boleslav,Středočeský kraj,OOP Bělá pod Bezdězem,297.0
Čistěves,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,160.0
Kejnice,Klatovy,Plzeňský kraj,OOP Horažďovice,110.0
Pomezí nad Ohří,Cheb,Karlovarský kraj,OOP Cheb - město,153.0
Němčice,Strakonice,Jihočeský kraj,OOP Volyně,3196.0
Pamětice,Blansko,Jihomoravský kraj,OOP Boskovice,236.0
Jankov,Benešov,Středočeský kraj,OOP Votice,1332.0
Charváty,Olomouc,Olomoucký kraj,OOP Lutín,860.0
Dašice,Pardubice,Pardubický kraj,OOP Pardubice 3,2407.0
Dešenice,Klatovy,Plzeňský kraj,OOP Nýrsko,702.0
Kalivody,Rakovník,Středočeský kraj,OOP Nové Strašecí,92.0
Střezetice,Hradec Králové,Královéhradecký kraj,OOP Nový Bydžov,376.0
Kařez,Rokycany,Plzeňský kraj,OOP Zbiroh,599.0
Vysoký Chlumec,Příbram,Středočeský kraj,OOP Sedlčany,849.0
Kovanec,Mladá Boleslav,Středočeský kraj,OOP Bělá pod Bezdězem,126.0
Nimpšov,Třebíč,Kraj Vysočina,OOP Moravské Budějovice,64.0
Mezilesí,Pelhřimov,Kraj Vysočina,OOP Pacov,349.0
Ježovy,Klatovy,Plzeňský kraj,OOP Švihov,234.0
Zájezdec,Chrudim,Pardubický kraj,OOP Chrast,133.0
Kyselka,Karlovy Vary,Karlovarský kraj,OOP Ostrov,807.0
Čelechovice,Přerov,Olomoucký kraj,OOP Přerov 2,111.0
Rataje nad Sázavou,Kutná Hora,Středočeský kraj,OOP Uhlířské Janovice,524.0
Cvikov,Česká Lípa,Liberecký kraj,OOP Cvikov,4439.0
Nezdřev,Plzeň-jih,Plzeňský kraj,OOP Nepomuk,112.0
Staré Sedliště,Tachov,Plzeňský kraj,OOP Tachov,1227.0
Vortová,Chrudim,Pardubický kraj,OOP Hlinsko,257.0
Čáslavsko,Pelhřimov,Kraj Vysočina,OOP Pacov,102.0
Maleč,Havlíčkův Brod,Kraj Vysočina,OOP Chotěboř,698.0
Kolín,Kolín,Středočeský kraj,OOP Kolín,30923.0
Medový Újezd,Rokycany,Plzeňský kraj,OOP Rokycany,221.0
Slušovice,Zlín,Zlínský kraj,OOP Vizovice,2978.0
Nové Sedlo,Louny,Ústecký kraj,OOP Žatec,3213.0
Neuměřice,Kladno,Středočeský kraj,OOP Velvary,418.0
Ujkovice,Mladá Boleslav,Středočeský kraj,OOP Dobrovice,99.0
Vystrkov,Pelhřimov,Kraj Vysočina,OOP Humpolec,239.0
Bžany,Teplice,Ústecký kraj,OOP Bílina,828.0
Zbraslav,Brno-venkov,Jihomoravský kraj,OOP Rosice,1250.0
Skuhrov,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,1212.0
Kšice,Tachov,Plzeňský kraj,OOP Stříbro,211.0
Ostrolovský Újezd,České Budějovice,Jihočeský kraj,OOP Trhové Sviny,153.0
Skaštice,Kroměříž,Zlínský kraj,OOP Hulín,382.0
Statenice,Praha-západ,Středočeský kraj,OOP Libčice nad Vltavou,1253.0
Vlčeves,Tábor,Jihočeský kraj,OOP Sezimovo Ústí,78.0
Jemníky,Kladno,Středočeský kraj,OOP Slaný,262.0
Malé Březno,Ústí nad Labem,Ústecký kraj,OOP Velké Březno,772.0
Kozlovice,Frýdek-Místek,Moravskoslezský kraj,OOP Palkovice,3029.0
Čenkovice,Ústí nad Orlicí,Pardubický kraj,OOP Letohrad,182.0
Tmaň,Beroun,Středočeský kraj,OOP Králův Dvůr,1050.0
Dlouhá Loučka,Olomouc,Olomoucký kraj,OOP Uničov,2454.0
Ponědraž,Jindřichův Hradec,Jihočeský kraj,OOP Třeboň,110.0
Brumov,Brno-venkov,Jihomoravský kraj,OOP Tišnov,248.0
Nadějkov,Tábor,Jihočeský kraj,OOP Mladá Vožice,743.0
Střížov,České Budějovice,Jihočeský kraj,OOP Trhové Sviny,197.0
Osvračín,Domažlice,Plzeňský kraj,OOP Holýšov,577.0
Němčany,Vyškov,Jihomoravský kraj,OOP Slavkov u Brna,720.0
Bohostice,Příbram,Středočeský kraj,OOP Milín,198.0
Pňovice,Olomouc,Olomoucký kraj,OOP Litovel,868.0
Ořechov,Žďár nad Sázavou,Kraj Vysočina,OOP Velká Bíteš,3576.0
Lipnice nad Sázavou,Havlíčkův Brod,Kraj Vysočina,OOP Světlá nad Sázavou,673.0
Krejnice,Strakonice,Jihočeský kraj,OOP Volyně,74.0
Kobyly,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,325.0
Slavětice,Třebíč,Kraj Vysočina,OOP Hrotovice,244.0
Paršovice,Přerov,Olomoucký kraj,OOP Hranice na Moravě,402.0
Lety,Praha-západ,Středočeský kraj,OOP Řevnice,1587.0
Mochtín,Klatovy,Plzeňský kraj,OOP Klatovy,959.0
Poustka,Cheb,Karlovarský kraj,OOP Františkovy Lázně,167.0
Milenov,Přerov,Olomoucký kraj,OOP Hranice na Moravě,427.0
Stará Voda,Cheb,Karlovarský kraj,OOP Mariánské Lázně,592.0
Svésedlice,Olomouc,Olomoucký kraj,OOP Velká Bystřice,186.0
Líté,Plzeň-sever,Plzeňský kraj,OOP Kaznějov,211.0
Sudislav nad Orlicí,Ústí nad Orlicí,Pardubický kraj,OOP Choceň,131.0
Újezd u Chocně,Ústí nad Orlicí,Pardubický kraj,OOP Choceň,325.0
Boršov nad Vltavou,České Budějovice,Jihočeský kraj,OOP Boršov nad Vltavou,1673.0
Vrbičany,Kladno,Středočeský kraj,OOP Velvary,561.0
Strážiště,Mladá Boleslav,Středočeský kraj,OOP Mnichovo Hradiště,96.0
Suchdol,Kutná Hora,Středočeský kraj,OOP Uhlířské Janovice,1747.0
Machov,Náchod,Královéhradecký kraj,OOP Police nad Metují,1116.0
Rymice,Kroměříž,Zlínský kraj,OOP Holešov,603.0
Střemy,Mělník,Středočeský kraj,OOP Mšeno,409.0
Pastuchovice,Plzeň-sever,Plzeňský kraj,OOP Kralovice,72.0
Otradov,Chrudim,Pardubický kraj,OOP Hlinsko,282.0
Nový Bor,Česká Lípa,Liberecký kraj,OOP Nový Bor,12106.0
Sázava,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,4951.0
Bánov,Uherské Hradiště,Zlínský kraj,OOP Uherský Brod,2115.0
Šenov u Nového Jičína,Nový Jičín,Moravskoslezský kraj,OOP Nový Jičín,2088.0
Skřipel,Beroun,Středočeský kraj,OOP Karlštejn,111.0
Pečice,Příbram,Středočeský kraj,OOP Milín,372.0
Horní Kozolupy,Tachov,Plzeňský kraj,OOP Konstantinovy Lázně,246.0
Tismice,Kolín,Středočeský kraj,OOP Český Brod,482.0
Kryštofovo Údolí,Liberec,Liberecký kraj,OOP Chrastava,313.0
Cerhovice,Beroun,Středočeský kraj,OOP Hořovice,1065.0
Prlov,Vsetín,Zlínský kraj,OOP Horní Lideč,541.0
Bubovice,Beroun,Středočeský kraj,OOP Karlštejn,384.0
Valtrovice,Znojmo,Jihomoravský kraj,OOP Znojmo,406.0
Přibyslav,Havlíčkův Brod,Kraj Vysočina,OOP Přibyslav,4147.0
Dolní Benešov,Opava,Moravskoslezský kraj,OOP Hlučín,4224.0
Svatoňovice,Opava,Moravskoslezský kraj,OOP Vítkov,289.0
Radkovy,Přerov,Olomoucký kraj,OOP Přerov 1,170.0
Horní Dvořiště,Český Krumlov,Jihočeský kraj,OOP Vyšší Brod,494.0
Milešín,Žďár nad Sázavou,Kraj Vysočina,OOP Velká Bíteš,86.0
Míškovice,Kroměříž,Zlínský kraj,OOP Holešov,548.0
Levínská Olešnice,Semily,Liberecký kraj,OOP Jilemnice,367.0
Jasenice,Třebíč,Kraj Vysočina,OOP Náměšť nad Oslavou,203.0
Chvojenec,Pardubice,Pardubický kraj,OOP Holice,724.0
Litomyšl,Svitavy,Pardubický kraj,OOP Litomyšl,10210.0
Podolí I,Písek,Jihočeský kraj,OOP Zvíkovské Podhradí,370.0
Řisuty,Kladno,Středočeský kraj,OOP Slaný,311.0
Strunkovice nad Volyňkou,Strakonice,Jihočeský kraj,OOP Volyně,106.0
Podhradí,Zlín,Zlínský kraj,OOP Luhačovice,835.0
Tulešice,Znojmo,Jihomoravský kraj,OOP Moravský Krumlov,181.0
Zliv,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,3639.0
Polička,Svitavy,Pardubický kraj,OOP Polička,8971.0
Trpísty,Tachov,Plzeňský kraj,OOP Stříbro,243.0
Chomutice,Jičín,Královéhradecký kraj,OOP Hořice,647.0
Záhorovice,Uherské Hradiště,Zlínský kraj,OOP Bojkovice,1083.0
Železná Ruda,Klatovy,Plzeňský kraj,OOP Železná Ruda,1865.0
Vrbatův Kostelec,Chrudim,Pardubický kraj,OOP Skuteč,332.0
Lkáň,Litoměřice,Ústecký kraj,OOP Lovosice,179.0
Masojedy,Kolín,Středočeský kraj,OOP Kostelec nad Černými Lesy,95.0
Pertoltice pod Ralskem,Česká Lípa,Liberecký kraj,OOP Minoň,380.0
Stebno,Ústí nad Labem,Ústecký kraj,OOP Trmice,442.0
Chotusice,Kutná Hora,Středočeský kraj,OOP Čáslav,715.0
Mořinka,Beroun,Středočeský kraj,OOP Karlštejn,125.0
Břestek,Uherské Hradiště,Zlínský kraj,OOP Buchlovice,796.0
Rozdrojovice,Brno-venkov,Jihomoravský kraj,OOP Kuřim,866.0
Stará Paka,Jičín,Královéhradecký kraj,OOP Nová Paka,2072.0
Štarnov,Olomouc,Olomoucký kraj,OOP Šternberk,660.0
Sazomín,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,210.0
Větřkovice,Opava,Moravskoslezský kraj,OOP Vítkov,750.0
Ratiboř,Jindřichův Hradec,Jihočeský kraj,OOP Jindřichův Hradec,1973.0
Malínky,Vyškov,Jihomoravský kraj,OOP Bučovice,140.0
Vápno,Pardubice,Pardubický kraj,OOP Chvaletice,140.0
Val,Tábor,Jihočeský kraj,OOP Veselí nad Lužnicí,539.0
Kamenný Přívoz,Praha-západ,Středočeský kraj,OOP Jílové u Prahy,1267.0
Moravskoslezský Kočov,Bruntál,Moravskoslezský kraj,OOP Bruntál,538.0
Mezholezy (dříve okres Horšovský Týn),Domažlice,Plzeňský kraj,OOP Horšovský Týn,148.0
Loukov,Mladá Boleslav,Středočeský kraj,OOP Mnichovo Hradiště,1146.0
Oselce,Plzeň-jih,Plzeňský kraj,OOP Nepomuk,340.0
Koválovice-Osíčany,Prostějov,Olomoucký kraj,OOP Němčice nad Hanou,306.0
Klášterec nad Ohří,Chomutov,Ústecký kraj,OOP Klášterec nad Ohří,15203.0
Čachrov,Klatovy,Plzeňský kraj,OOP Kolinec,543.0
Ochoz u Tišnova,Brno-venkov,Jihomoravský kraj,OOP Tišnov,116.0
Petrovice,Příbram,Středočeský kraj,OOP Sedlčany,4507.0
Pelechy,Domažlice,Plzeňský kraj,OOP Domažlice,69.0
Uničov,Olomouc,Olomoucký kraj,OOP Uničov,11864.0
Střítež,Třebíč,Kraj Vysočina,OOP Třebíč,2572.0
Šestajovice,Praha-východ,Středočeský kraj,OOP Úvaly,3117.0
Černý Důl,Trutnov,Královéhradecký kraj,OOP Vrchlabí,742.0
Zámrsk,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,749.0
Žalhostice,Litoměřice,Ústecký kraj,OOP Litoměřice,544.0
Charvatce,Mladá Boleslav,Středočeský kraj,OOP Dobrovice,219.0
Žulová,Jeseník,Olomoucký kraj,OOP Javorník,1285.0
Teplice,Teplice,Ústecký kraj,OOP Teplice,50482.0
Čilec,Nymburk,Středočeský kraj,OOP Milovice,216.0
Cerhonice,Písek,Jihočeský kraj,OOP Čimelice,136.0
Chotětov,Mladá Boleslav,Středočeský kraj,OOP Benátky nad Jizerou,840.0
Stochov,Kladno,Středočeský kraj,OOP Stochov,5616.0
Radenice,Žďár nad Sázavou,Kraj Vysočina,OOP Velké Meziříčí,150.0
Všestudy,Mělník,Středočeský kraj,OOP Vojkovice,514.0
Třeboc,Rakovník,Středočeský kraj,OOP Hořesedly,125.0
Hlavice,Liberec,Liberecký kraj,OOP Český Dub,225.0
Modrá,Uherské Hradiště,Zlínský kraj,OOP Uherské Hradiště,688.0
Český Rudolec,Jindřichův Hradec,Jihočeský kraj,OOP Slavonice,949.0
Meziměstí,Náchod,Královéhradecký kraj,OOP Broumov,2678.0
Třebom,Opava,Moravskoslezský kraj,OOP Kravaře,218.0
Litultovice,Opava,Moravskoslezský kraj,OOP Velké Heraltice,827.0
Holany,Česká Lípa,Liberecký kraj,OOP Doksy,505.0
Panenský Týnec,Louny,Ústecký kraj,OOP Louny,430.0
Stožec,Prachatice,Jihočeský kraj,OOP Volary,204.0
Šaplava,Hradec Králové,Královéhradecký kraj,OOP Nový Bydžov,124.0
Podolí,Vsetín,Zlínský kraj,OOP Valašské Meziříčí,2687.0
Hřebeč,Kladno,Středočeský kraj,OOP Unhošť,1703.0
Proruby,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Kostelec nad Orlicí,54.0
Velhartice,Klatovy,Plzeňský kraj,OOP Kolinec,887.0
Křepenice,Příbram,Středočeský kraj,OOP Sedlčany,160.0
Lisov,Plzeň-jih,Plzeňský kraj,OOP Stod,110.0
Stružná,Karlovy Vary,Karlovarský kraj,OOP Bochov,529.0
Suchohrdly,Znojmo,Jihomoravský kraj,OOP Znojmo,1167.0
Velká Skrovnice,Ústí nad Orlicí,Pardubický kraj,OOP Ústí nad Orlicí,280.0
Střelná,Vsetín,Zlínský kraj,OOP Horní Lideč,620.0
Třemešné,Tachov,Plzeňský kraj,OOP Bor,388.0
Polná,Jihlava,Kraj Vysočina,OOP Polná,5144.0
Chlum Svaté Maří,Sokolov,Karlovarský kraj,OOP Kynšperk nad Ohří,288.0
Biřkov,Klatovy,Plzeňský kraj,OOP Švihov,139.0
Vlkovice,Cheb,Karlovarský kraj,OOP Mariánské Lázně,117.0
Chvaletice,Pardubice,Pardubický kraj,OOP Chvaletice,3128.0
Klokočí,Semily,Liberecký kraj,OOP Turnov,435.0
Třemešná,Bruntál,Moravskoslezský kraj,OOP Město Albrechtice,923.0
Vranová,Blansko,Jihomoravský kraj,OOP Letovice,327.0
Březí,Žďár nad Sázavou,Kraj Vysočina,OOP Velká Bíteš,2240.0
Velké Březno,Ústí nad Labem,Ústecký kraj,OOP Velké Březno,2215.0
Bolehošť,Rychnov nad Kněžnou,Královéhradecký kraj,OOP Týniště nad Orlicí,545.0
Miřetice,Chrudim,Pardubický kraj,OOP Chrast,1379.0
Volenice,Strakonice,Jihočeský kraj,OOP Volyně,944.0
Mlečice,Rokycany,Plzeňský kraj,OOP Zbiroh,293.0
Stáj,Jihlava,Kraj Vysočina,OOP Polná,174.0
Pětikozly,Mladá Boleslav,Středočeský kraj,OOP Bělá pod Bezdězem,61.0
Bukovinka,Blansko,Jihomoravský kraj,OOP Blansko,450.0
Myslejovice,Prostějov,Olomoucký kraj,OOP Prostějov 1,675.0
Straky,Nymburk,Středočeský kraj,OOP Milovice,549.0
Žabonosy,Kolín,Středočeský kraj,OOP Pečky,224.0
Železné,Brno-venkov,Jihomoravský kraj,OOP Tišnov,408.0
Prádlo,Plzeň-jih,Plzeňský kraj,OOP Nepomuk,267.0
Žáravice,Pardubice,Pardubický kraj,OOP Přelouč,136.0
Libecina,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,168.0
Tomice,Benešov,Středočeský kraj,OOP Čechtice,136.0
Zádolí,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,94.0
Hluk,Uherské Hradiště,Zlínský kraj,OOP Uherský Ostroh,4411.0
Vidim,Mělník,Středočeský kraj,OOP Mšeno,162.0
Železná,Beroun,Středočeský kraj,OOP Beroun,256.0
Chotiměř,Litoměřice,Ústecký kraj,OOP Lovosice,293.0
Branka u Opavy,Opava,Moravskoslezský kraj,OOP Hradec nad Moravicí,1097.0
Horčápsko,Příbram,Středočeský kraj,OOP Březnice,86.0
Svojanov,Svitavy,Pardubický kraj,OOP Svitavy,384.0
Chotěšice,Nymburk,Středočeský kraj,OOP Městec Králové,325.0
