Id,Vykazovane_zjisteno_mvcr,Vykazovane_objasneno_mvcr,FK_Crime_Lookup,FK_Area_Lookup,FK_Time_Range,Vykazovane_zjisteno_mesic,Vykazovane_objasneno_mesic,FK_District_Lookup
729,133,86,8,15,1,133,86,0
730,115,27,8,0,1,115,27,1
731,153,39,8,0,1,153,39,2
732,123,49,8,0,1,123,49,3
733,113,37,8,0,1,113,37,4
734,0,0,8,0,1,0,0,5
735,18,0,8,0,1,18,0,6
736,19,4,8,0,1,19,4,7
737,55,9,8,0,1,55,9,8
738,24,4,8,0,1,24,4,9
739,13,5,8,0,1,13,5,10
740,19,6,8,0,1,19,6,11
741,18,6,8,0,1,18,6,12
742,38,6,8,0,1,38,6,13
743,15,2,8,0,1,15,2,14
744,9,0,8,0,1,9,0,15
745,14,3,8,0,1,14,3,16
746,16,3,8,0,1,16,3,17
747,13,0,8,0,1,13,0,18
748,44,11,8,0,1,44,11,19
749,27,7,8,0,1,27,7,20
750,32,7,8,0,1,32,7,21
751,44,12,8,0,1,44,12,22
752,10,3,8,0,1,10,3,23
753,15,5,8,0,1,15,5,24
754,13,7,8,0,1,13,7,25
755,21,16,8,0,1,21,16,26
756,17,11,8,0,1,17,11,27
757,65,6,8,0,1,65,6,28
758,21,20,8,0,1,21,20,29
759,14,14,8,0,1,14,14,30
760,3,2,8,0,1,3,2,31
761,11,5,8,0,1,11,5,32
762,75,34,8,0,1,75,34,33
763,62,44,8,0,1,62,44,34
764,27,16,8,0,1,27,16,35
765,38,23,8,0,1,38,23,36
766,31,24,8,0,1,31,24,37
767,91,67,8,0,1,91,67,38
768,92,39,8,0,1,92,39,39
769,55,6,8,0,1,55,6,40
770,22,2,8,0,1,22,2,41
771,43,21,8,0,1,43,21,42
772,12,1,8,0,1,12,1,43
773,33,4,8,0,1,33,4,44
774,0,0,8,0,1,0,0,45
775,222,49,8,0,1,222,49,46
776,31,16,8,0,1,31,16,47
777,32,7,8,0,1,32,7,48
778,38,19,8,0,1,38,19,49
779,69,17,8,0,1,69,17,50
780,26,8,8,0,1,26,8,51
781,0,0,8,0,1,0,0,52
782,0,0,8,0,1,0,0,53
783,43,3,8,0,1,43,3,54
784,46,18,8,0,1,46,18,55
785,80,8,8,0,1,80,8,56
786,27,3,8,0,1,27,3,57
787,32,4,8,0,1,32,4,58
788,154,33,8,0,1,154,33,59
789,0,0,8,0,1,0,0,60
790,68,12,8,0,1,68,12,61
791,43,12,8,0,1,43,12,62
792,28,5,8,0,1,28,5,63
793,13,3,8,0,1,13,3,64
794,29,1,8,0,1,29,1,65
795,64,6,8,0,1,64,6,66
796,10,0,8,0,1,10,0,67
797,19,9,8,0,1,19,9,68
798,32,1,8,0,1,32,1,69
799,32,10,8,0,1,32,10,70
800,25,2,8,0,1,25,2,71
801,11,3,8,0,1,11,3,72
802,12,1,8,0,1,12,1,73
803,17,12,8,0,1,17,12,74
804,10,0,8,0,1,10,0,75
805,58,10,8,0,1,58,10,76
806,25,2,8,0,1,25,2,77
807,43,9,8,0,1,43,9,78
808,0,0,8,0,1,0,0,79
809,72,61,8,0,1,72,61,80
810,45,10,8,0,1,45,10,81
811,65,21,8,0,1,65,21,82
812,19,1,8,0,1,19,1,83
813,42,36,8,0,1,42,36,84
814,38,11,8,0,1,38,11,85
815,53,39,8,0,1,53,39,86
816,0,0,8,0,1,0,0,87
817,3,1,9,1,1,3,1,0
818,0,0,9,2,1,0,0,0
819,1,0,9,3,1,1,0,0
820,0,0,9,4,1,0,0,0
821,0,0,9,5,1,0,0,0
822,0,0,9,6,1,0,0,0
823,0,0,9,7,1,0,0,0
824,0,0,9,8,1,0,0,0
825,0,0,9,9,1,0,0,0
826,2,1,9,10,1,2,1,0
827,0,0,9,11,1,0,0,0
828,0,0,9,12,1,0,0,0
829,0,0,9,13,1,0,0,0
830,0,0,9,14,1,0,0,0
831,0,0,9,15,1,0,0,0
832,0,0,9,0,1,0,0,1
833,0,0,9,0,1,0,0,2
834,0,0,9,0,1,0,0,3
835,0,0,9,0,1,0,0,4
836,0,0,9,0,1,0,0,5
837,1,0,9,0,1,1,0,6
838,0,0,9,0,1,0,0,7
839,0,0,9,0,1,0,0,8
840,0,0,9,0,1,0,0,9
841,0,0,9,0,1,0,0,10
842,0,0,9,0,1,0,0,11
843,0,0,9,0,1,0,0,12
844,0,0,9,0,1,0,0,13
845,0,0,9,0,1,0,0,14
846,0,0,9,0,1,0,0,15
847,0,0,9,0,1,0,0,16
848,0,0,9,0,1,0,0,17
849,0,0,9,0,1,0,0,18
850,0,0,9,0,1,0,0,19
851,0,0,9,0,1,0,0,20
852,0,0,9,0,1,0,0,21
853,0,0,9,0,1,0,0,22
854,0,0,9,0,1,0,0,23
855,0,0,9,0,1,0,0,24
856,0,0,9,0,1,0,0,25
857,0,0,9,0,1,0,0,26
858,0,0,9,0,1,0,0,27
859,0,0,9,0,1,0,0,28
860,0,0,9,0,1,0,0,29
861,0,0,9,0,1,0,0,30
862,0,0,9,0,1,0,0,31
863,0,0,9,0,1,0,0,32
864,0,0,9,0,1,0,0,33
865,0,0,9,0,1,0,0,34
866,0,0,9,0,1,0,0,35
867,0,0,9,0,1,0,0,36
868,0,0,9,0,1,0,0,37
869,0,0,9,0,1,0,0,38
870,0,0,9,0,1,0,0,39
871,0,0,9,0,1,0,0,40
872,0,0,9,0,1,0,0,41
873,0,0,9,0,1,0,0,42
874,0,0,9,0,1,0,0,43
875,0,0,9,0,1,0,0,44
876,0,0,9,0,1,0,0,45
877,0,0,9,0,1,0,0,46
878,0,0,9,0,1,0,0,47
879,0,0,9,0,1,0,0,48
880,0,0,9,0,1,0,0,49
881,0,0,9,0,1,0,0,50
882,0,0,9,0,1,0,0,51
883,0,0,9,0,1,0,0,52
884,0,0,9,0,1,0,0,53
885,0,0,9,0,1,0,0,54
886,0,0,9,0,1,0,0,55
887,0,0,9,0,1,0,0,56
888,0,0,9,0,1,0,0,57
889,0,0,9,0,1,0,0,58
890,0,0,9,0,1,0,0,59
891,0,0,9,0,1,0,0,60
892,0,0,9,0,1,0,0,61
893,2,1,9,0,1,2,1,62
894,0,0,9,0,1,0,0,63
895,0,0,9,0,1,0,0,64
896,0,0,9,0,1,0,0,65
897,0,0,9,0,1,0,0,66
898,0,0,9,0,1,0,0,67
899,0,0,9,0,1,0,0,68
900,0,0,9,0,1,0,0,69
901,0,0,9,0,1,0,0,70
902,0,0,9,0,1,0,0,71
903,0,0,9,0,1,0,0,72
904,0,0,9,0,1,0,0,73
905,0,0,9,0,1,0,0,74
906,0,0,9,0,1,0,0,75
907,0,0,9,0,1,0,0,76
908,0,0,9,0,1,0,0,77
909,0,0,9,0,1,0,0,78
910,0,0,9,0,1,0,0,79
911,0,0,9,0,1,0,0,80
912,0,0,9,0,1,0,0,81
913,0,0,9,0,1,0,0,82
914,0,0,9,0,1,0,0,83
915,0,0,9,0,1,0,0,84
916,0,0,9,0,1,0,0,85
917,0,0,9,0,1,0,0,86
918,0,0,9,0,1,0,0,87
919,1774,899,1,1,2,1774,899,0
920,267,114,1,2,2,267,114,0
921,171,62,1,3,2,171,62,0
922,132,85,1,4,2,132,85,0
923,62,30,1,5,2,62,30,0
924,270,125,1,6,2,270,125,0
925,67,41,1,7,2,67,41,0
926,128,68,1,8,2,128,68,0
927,231,110,1,9,2,231,110,0
928,111,64,1,10,2,111,64,0
929,51,34,1,11,2,51,34,0
930,46,23,1,12,2,46,23,0
931,48,24,1,13,2,48,24,0
932,138,81,1,14,2,138,81,0
933,52,38,1,15,2,52,38,0
934,70,38,1,0,2,70,38,1
935,56,19,1,0,2,56,19,2
936,81,30,1,0,2,81,30,3
937,60,27,1,0,2,60,27,4
938,0,0,1,0,2,0,0,5
939,8,4,1,0,2,8,4,6
940,9,4,1,0,2,9,4,7
941,20,8,1,0,2,20,8,8
942,16,4,1,0,2,16,4,9
943,11,5,1,0,2,11,5,10
944,22,10,1,0,2,22,10,11
945,23,9,1,0,2,23,9,12
946,15,4,1,0,2,15,4,13
947,12,2,1,0,2,12,2,14
948,8,2,1,0,2,8,2,15
949,9,1,1,0,2,9,1,16
950,8,4,1,0,2,8,4,17
951,10,5,1,0,2,10,5,18
952,34,21,1,0,2,34,21,19
953,14,9,1,0,2,14,9,20
954,15,7,1,0,2,15,7,21
955,20,12,1,0,2,20,12,22
956,9,7,1,0,2,9,7,23
957,21,14,1,0,2,21,14,24
958,19,15,1,0,2,19,15,25
959,7,5,1,0,2,7,5,26
960,5,4,1,0,2,5,4,27
961,30,6,1,0,2,30,6,28
962,3,2,1,0,2,3,2,29
963,2,1,1,0,2,2,1,30
964,2,1,1,0,2,2,1,31
965,13,11,1,0,2,13,11,32
966,34,11,1,0,2,34,11,33
967,31,17,1,0,2,31,17,34
968,31,18,1,0,2,31,18,35
969,19,10,1,0,2,19,10,36
970,82,34,1,0,2,82,34,37
971,46,19,1,0,2,46,19,38
972,27,16,1,0,2,27,16,39
973,14,9,1,0,2,14,9,40
974,12,3,1,0,2,12,3,41
975,13,14,1,0,2,13,14,42
976,5,3,1,0,2,5,3,43
977,23,12,1,0,2,23,12,44
978,0,0,1,0,2,0,0,45
979,53,26,1,0,2,53,26,46
980,8,6,1,0,2,8,6,47
981,19,13,1,0,2,19,13,48
982,22,7,1,0,2,22,7,49
983,12,13,1,0,2,12,13,50
984,14,3,1,0,2,14,3,51
985,0,0,1,0,2,0,0,52
986,0,0,1,0,2,0,0,53
987,12,10,1,0,2,12,10,54
988,20,6,1,0,2,20,6,55
989,57,30,1,0,2,57,30,56
990,27,16,1,0,2,27,16,57
991,12,7,1,0,2,12,7,58
992,103,41,1,0,2,103,41,59
993,0,0,1,0,2,0,0,60
994,46,14,1,0,2,46,14,61
995,31,20,1,0,2,31,20,62
996,14,12,1,0,2,14,12,63
997,7,3,1,0,2,7,3,64
998,13,15,1,0,2,13,15,65
999,11,10,1,0,2,11,10,66
1000,7,6,1,0,2,7,6,67
1001,9,6,1,0,2,9,6,68
1002,24,12,1,0,2,24,12,69
1003,17,6,1,0,2,17,6,70
1004,7,4,1,0,2,7,4,71
1005,9,7,1,0,2,9,7,72
1006,3,2,1,0,2,3,2,73
1007,10,4,1,0,2,10,4,74
1008,4,2,1,0,2,4,2,75
1009,17,9,1,0,2,17,9,76
1010,19,12,1,0,2,19,12,77
1011,8,1,1,0,2,8,1,78
1012,0,0,1,0,2,0,0,79
1013,36,21,1,0,2,36,21,80
1014,44,26,1,0,2,44,26,81
1015,45,25,1,0,2,45,25,82
1016,13,9,1,0,2,13,9,83
1017,15,7,1,0,2,15,7,84
1018,14,10,1,0,2,14,10,85
1019,23,21,1,0,2,23,21,86
1020,0,0,1,0,2,0,0,87
1021,155,80,2,1,2,155,80,0
1022,12,4,2,2,2,12,4,0
1023,14,6,2,3,2,14,6,0
1024,9,6,2,4,2,9,6,0
1025,4,7,2,5,2,4,7,0
1026,25,11,2,6,2,25,11,0
1027,9,5,2,7,2,9,5,0
1028,13,6,2,8,2,13,6,0
1029,15,8,2,9,2,15,8,0
1030,7,5,2,10,2,7,5,0
1031,13,8,2,11,2,13,8,0
1032,13,4,2,12,2,13,4,0
1033,8,2,2,13,2,8,2,0
1034,9,5,2,14,2,9,5,0
1035,4,3,2,15,2,4,3,0
1036,3,2,2,0,2,3,2,1
1037,2,0,2,0,2,2,0,2
1038,2,1,2,0,2,2,1,3
1039,5,1,2,0,2,5,1,4
1040,0,0,2,0,2,0,0,5
1041,1,0,2,0,2,1,0,6
1042,2,0,2,0,2,2,0,7
1043,1,1,2,0,2,1,1,8
1044,5,3,2,0,2,5,3,9
1045,0,0,2,0,2,0,0,10
1046,2,1,2,0,2,2,1,11
1047,0,0,2,0,2,0,0,12
1048,0,0,2,0,2,0,0,13
1049,1,0,2,0,2,1,0,14
1050,-1,0,2,0,2,-1,0,15
1051,1,0,2,0,2,1,0,16
1052,2,1,2,0,2,2,1,17
1053,0,0,2,0,2,0,0,18
1054,1,1,2,0,2,1,1,19
1055,4,1,2,0,2,4,1,20
1056,0,0,2,0,2,0,0,21
1057,1,1,2,0,2,1,1,22
1058,1,1,2,0,2,1,1,23
1059,1,1,2,0,2,1,1,24
1060,1,1,2,0,2,1,1,25
1061,1,1,2,0,2,1,1,26
1062,0,0,2,0,2,0,0,27
1063,0,2,2,0,2,0,2,28
1064,0,1,2,0,2,0,1,29
1065,1,1,2,0,2,1,1,30
1066,0,0,2,0,2,0,0,31
1067,2,2,2,0,2,2,2,32
1068,3,2,2,0,2,3,2,33
1069,3,1,2,0,2,3,1,34
1070,6,5,2,0,2,6,5,35
1071,-1,0,2,0,2,-1,0,36
1072,8,1,2,0,2,8,1,37
1073,3,1,2,0,2,3,1,38
1074,3,1,2,0,2,3,1,39
1075,0,0,2,0,2,0,0,40
1076,3,1,2,0,2,3,1,41
1077,3,2,2,0,2,3,2,42
1078,0,0,2,0,2,0,0,43
1079,3,2,2,0,2,3,2,44
1080,0,0,2,0,2,0,0,45
1081,8,2,2,0,2,8,2,46
1082,2,0,2,0,2,2,0,47
1083,0,1,2,0,2,0,1,48
1084,1,2,2,0,2,1,2,49
1085,-1,0,2,0,2,-1,0,50
1086,3,1,2,0,2,3,1,51
1087,0,0,2,0,2,0,0,52
1088,0,0,2,0,2,0,0,53
1089,3,3,2,0,2,3,3,54
1090,4,2,2,0,2,4,2,55
1091,3,1,2,0,2,3,1,56
1092,0,0,2,0,2,0,0,57
1093,1,0,2,0,2,1,0,58
1094,4,2,2,0,2,4,2,59
1095,0,0,2,0,2,0,0,60
1096,3,1,2,0,2,3,1,61
1097,3,1,2,0,2,3,1,62
1098,2,2,2,0,2,2,2,63
1099,-1,1,2,0,2,-1,1,64
1100,0,0,2,0,2,0,0,65
1101,6,3,2,0,2,6,3,66
1102,0,0,2,0,2,0,0,67
1103,2,1,2,0,2,2,1,68
1104,5,4,2,0,2,5,4,69
1105,6,1,2,0,2,6,1,70
1106,1,1,2,0,2,1,1,71
1107,3,0,2,0,2,3,0,72
1108,1,0,2,0,2,1,0,73
1109,2,2,2,0,2,2,2,74
1110,2,1,2,0,2,2,1,75
1111,4,1,2,0,2,4,1,76
1112,1,0,2,0,2,1,0,77
1113,1,0,2,0,2,1,0,78
1114,0,0,2,0,2,0,0,79
1115,3,2,2,0,2,3,2,80
1116,2,2,2,0,2,2,2,81
1117,4,1,2,0,2,4,1,82
1118,0,0,2,0,2,0,0,83
1119,2,1,2,0,2,2,1,84
1120,0,0,2,0,2,0,0,85
1121,2,2,2,0,2,2,2,86
1122,0,0,2,0,2,0,0,87
1123,4606,575,3,1,2,4606,575,0
1124,744,33,3,2,2,744,33,0
1125,840,44,3,3,2,840,44,0
1126,220,28,3,4,2,220,28,0
1127,199,37,3,5,2,199,37,0
1128,499,101,3,6,2,499,101,0
1129,220,48,3,7,2,220,48,0
1130,382,37,3,8,2,382,37,0
1131,501,64,3,9,2,501,64,0
1132,217,26,3,10,2,217,26,0
1133,136,31,3,11,2,136,31,0
1134,128,15,3,12,2,128,15,0
1135,143,25,3,13,2,143,25,0
1136,239,63,3,14,2,239,63,0
1137,138,23,3,15,2,138,23,0
1138,157,9,3,0,2,157,9,1
1139,156,2,3,0,2,156,2,2
1140,206,12,3,0,2,206,12,3
1141,225,10,3,0,2,225,10,4
1142,0,0,3,0,2,0,0,5
1143,51,7,3,0,2,51,7,6
1144,52,0,3,0,2,52,0,7
1145,83,1,3,0,2,83,1,8
1146,85,1,3,0,2,85,1,9
1147,38,2,3,0,2,38,2,10
1148,39,7,3,0,2,39,7,11
1149,95,6,3,0,2,95,6,12
1150,68,1,3,0,2,68,1,13
1151,93,5,3,0,2,93,5,14
1152,43,1,3,0,2,43,1,15
1153,96,8,3,0,2,96,8,16
1154,52,3,3,0,2,52,3,17
1155,45,2,3,0,2,45,2,18
1156,79,11,3,0,2,79,11,19
1157,17,3,3,0,2,17,3,20
1158,24,4,3,0,2,24,4,21
1159,23,2,3,0,2,23,2,22
1160,14,0,3,0,2,14,0,23
1161,29,5,3,0,2,29,5,24
1162,34,3,3,0,2,34,3,25
1163,9,3,3,0,2,9,3,26
1164,32,15,3,0,2,32,15,27
1165,75,4,3,0,2,75,4,28
1166,22,9,3,0,2,22,9,29
1167,30,4,3,0,2,30,4,30
1168,13,0,3,0,2,13,0,31
1169,18,2,3,0,2,18,2,32
1170,46,17,3,0,2,46,17,33
1171,92,17,3,0,2,92,17,34
1172,49,13,3,0,2,49,13,35
1173,51,6,3,0,2,51,6,36
1174,87,18,3,0,2,87,18,37
1175,77,12,3,0,2,77,12,38
1176,97,18,3,0,2,97,18,39
1177,47,14,3,0,2,47,14,40
1178,35,6,3,0,2,35,6,41
1179,21,6,3,0,2,21,6,42
1180,27,5,3,0,2,27,5,43
1181,90,17,3,0,2,90,17,44
1182,0,0,3,0,2,0,0,45
1183,166,14,3,0,2,166,14,46
1184,65,10,3,0,2,65,10,47
1185,52,7,3,0,2,52,7,48
1186,30,1,3,0,2,30,1,49
1187,27,2,3,0,2,27,2,50
1188,42,3,3,0,2,42,3,51
1189,0,0,3,0,2,0,0,52
1190,0,0,3,0,2,0,0,53
1191,32,14,3,0,2,32,14,54
1192,76,4,3,0,2,76,4,55
1193,147,12,3,0,2,147,12,56
1194,40,9,3,0,2,40,9,57
1195,36,3,3,0,2,36,3,58
1196,170,22,3,0,2,170,22,59
1197,0,0,3,0,2,0,0,60
1198,97,6,3,0,2,97,6,61
1199,38,9,3,0,2,38,9,62
1200,35,7,3,0,2,35,7,63
1201,9,3,3,0,2,9,3,64
1202,38,1,3,0,2,38,1,65
1203,60,16,3,0,2,60,16,66
1204,14,3,3,0,2,14,3,67
1205,29,6,3,0,2,29,6,68
1206,33,6,3,0,2,33,6,69
1207,40,2,3,0,2,40,2,70
1208,17,1,3,0,2,17,1,71
1209,33,8,3,0,2,33,8,72
1210,27,1,3,0,2,27,1,73
1211,11,3,3,0,2,11,3,74
1212,27,4,3,0,2,27,4,75
1213,57,9,3,0,2,57,9,76
1214,18,5,3,0,2,18,5,77
1215,41,7,3,0,2,41,7,78
1216,0,0,3,0,2,0,0,79
1217,70,16,3,0,2,70,16,80
1218,53,15,3,0,2,53,15,81
1219,90,27,3,0,2,90,27,82
1220,26,5,3,0,2,26,5,83
1221,31,7,3,0,2,31,7,84
1222,78,9,3,0,2,78,9,85
1223,29,7,3,0,2,29,7,86
1224,0,0,3,0,2,0,0,87
1225,11987,1724,4,1,2,11987,1724,0
1226,3947,223,4,2,2,3947,223,0
1227,1383,112,4,3,2,1383,112,0
1228,415,81,4,4,2,415,81,0
1229,491,107,4,5,2,491,107,0
1230,941,307,4,6,2,941,307,0
1231,377,112,4,7,2,377,112,0
1232,1072,170,4,8,2,1072,170,0
1233,1458,221,4,9,2,1458,221,0
1234,409,55,4,10,2,409,55,0
1235,255,57,4,11,2,255,57,0
1236,247,53,4,12,2,247,53,0
1237,268,39,4,13,2,268,39,0
1238,465,111,4,14,2,465,111,0
1239,259,76,4,15,2,259,76,0
1240,853,73,4,0,2,853,73,1
1241,825,40,4,0,2,825,40,2
1242,932,52,4,0,2,932,52,3
1243,1337,58,4,0,2,1337,58,4
1244,0,0,4,0,2,0,0,5
1245,77,4,4,0,2,77,4,6
1246,81,3,4,0,2,81,3,7
1247,141,13,4,0,2,141,13,8
1248,136,16,4,0,2,136,16,9
1249,46,12,4,0,2,46,12,10
1250,81,22,4,0,2,81,22,11
1251,162,14,4,0,2,162,14,12
1252,76,7,4,0,2,76,7,13
1253,173,8,4,0,2,173,8,14
1254,25,3,4,0,2,25,3,15
1255,183,5,4,0,2,183,5,16
1256,102,3,4,0,2,102,3,17
1257,100,2,4,0,2,100,2,18
1258,160,29,4,0,2,160,29,19
1259,31,5,4,0,2,31,5,20
1260,38,13,4,0,2,38,13,21
1261,44,8,4,0,2,44,8,22
1262,27,5,4,0,2,27,5,23
1263,51,13,4,0,2,51,13,24
1264,64,8,4,0,2,64,8,25
1265,42,11,4,0,2,42,11,26
1266,54,18,4,0,2,54,18,27
1267,290,47,4,0,2,290,47,28
1268,31,7,4,0,2,31,7,29
1269,27,11,4,0,2,27,11,30
1270,23,3,4,0,2,23,3,31
1271,24,10,4,0,2,24,10,32
1272,124,45,4,0,2,124,45,33
1273,134,40,4,0,2,134,40,34
1274,119,26,4,0,2,119,26,35
1275,52,23,4,0,2,52,23,36
1276,167,40,4,0,2,167,40,37
1277,195,71,4,0,2,195,71,38
1278,150,62,4,0,2,150,62,39
1279,147,52,4,0,2,147,52,40
1280,52,8,4,0,2,52,8,41
1281,69,31,4,0,2,69,31,42
1282,27,8,4,0,2,27,8,43
1283,82,13,4,0,2,82,13,44
1284,0,0,4,0,2,0,0,45
1285,707,101,4,0,2,707,101,46
1286,112,18,4,0,2,112,18,47
1287,53,9,4,0,2,53,9,48
1288,56,16,4,0,2,56,16,49
1289,52,13,4,0,2,52,13,50
1290,92,13,4,0,2,92,13,51
1291,0,0,4,0,2,0,0,52
1292,0,0,4,0,2,0,0,53
1293,31,14,4,0,2,31,14,54
1294,95,13,4,0,2,95,13,55
1295,245,47,4,0,2,245,47,56
1296,70,20,4,0,2,70,20,57
1297,77,27,4,0,2,77,27,58
1298,940,100,4,0,2,940,100,59
1299,0,0,4,0,2,0,0,60
1300,195,19,4,0,2,195,19,61
1301,63,14,4,0,2,63,14,62
1302,41,6,4,0,2,41,6,63
1303,18,5,4,0,2,18,5,64
1304,92,11,4,0,2,92,11,65
1305,87,22,4,0,2,87,22,66
1306,34,7,4,0,2,34,7,67
1307,53,6,4,0,2,53,6,68
1308,81,22,4,0,2,81,22,69
1309,91,20,4,0,2,91,20,70
1310,30,4,4,0,2,30,4,71
1311,42,11,4,0,2,42,11,72
1312,46,10,4,0,2,46,10,73
1313,38,8,4,0,2,38,8,74
1314,44,3,4,0,2,44,3,75
1315,115,17,4,0,2,115,17,76
1316,45,7,4,0,2,45,7,77
1317,64,12,4,0,2,64,12,78
1318,0,0,4,0,2,0,0,79
1319,127,51,4,0,2,127,51,80
1320,84,17,4,0,2,84,17,81
1321,186,41,4,0,2,186,41,82
1322,68,2,4,0,2,68,2,83
1323,79,20,4,0,2,79,20,84
1324,121,29,4,0,2,121,29,85
1325,59,27,4,0,2,59,27,86
1326,0,0,4,0,2,0,0,87
1327,1716,303,5,1,2,1716,303,0
1328,440,61,5,2,2,440,61,0
1329,229,31,5,3,2,229,31,0
1330,79,21,5,4,2,79,21,0
1331,53,12,5,5,2,53,12,0
1332,180,36,5,6,2,180,36,0
1333,44,7,5,7,2,44,7,0
1334,134,24,5,8,2,134,24,0
1335,200,28,5,9,2,200,28,0
1336,94,18,5,10,2,94,18,0
1337,45,17,5,11,2,45,17,0
1338,53,6,5,12,2,53,6,0
1339,52,8,5,13,2,52,8,0
1340,71,19,5,14,2,71,19,0
1341,42,15,5,15,2,42,15,0
1342,90,18,5,0,2,90,18,1
1343,96,11,5,0,2,96,11,2
1344,109,11,5,0,2,109,11,3
1345,145,21,5,0,2,145,21,4
1346,0,0,5,0,2,0,0,5
1347,13,0,5,0,2,13,0,6
1348,9,0,5,0,2,9,0,7
1349,15,1,5,0,2,15,1,8
1350,5,1,5,0,2,5,1,9
1351,5,2,5,0,2,5,2,10
1352,7,1,5,0,2,7,1,11
1353,31,9,5,0,2,31,9,12
1354,18,0,5,0,2,18,0,13
1355,40,5,5,0,2,40,5,14
1356,11,2,5,0,2,11,2,15
1357,31,6,5,0,2,31,6,16
1358,26,3,5,0,2,26,3,17
1359,18,1,5,0,2,18,1,18
1360,22,4,5,0,2,22,4,19
1361,11,1,5,0,2,11,1,20
1362,13,4,5,0,2,13,4,21
1363,12,3,5,0,2,12,3,22
1364,0,1,5,0,2,0,1,23
1365,6,6,5,0,2,6,6,24
1366,15,2,5,0,2,15,2,25
1367,6,3,5,0,2,6,3,26
1368,9,3,5,0,2,9,3,27
1369,26,2,5,0,2,26,2,28
1370,0,0,5,0,2,0,0,29
1371,3,2,5,0,2,3,2,30
1372,7,0,5,0,2,7,0,31
1373,2,2,5,0,2,2,2,32
1374,19,8,5,0,2,19,8,33
1375,39,6,5,0,2,39,6,34
1376,18,3,5,0,2,18,3,35
1377,13,4,5,0,2,13,4,36
1378,42,5,5,0,2,42,5,37
1379,14,2,5,0,2,14,2,38
1380,35,8,5,0,2,35,8,39
1381,10,3,5,0,2,10,3,40
1382,8,1,5,0,2,8,1,41
1383,11,1,5,0,2,11,1,42
1384,4,1,5,0,2,4,1,43
1385,11,1,5,0,2,11,1,44
1386,0,0,5,0,2,0,0,45
1387,62,11,5,0,2,62,11,46
1388,21,2,5,0,2,21,2,47
1389,10,2,5,0,2,10,2,48
1390,19,2,5,0,2,19,2,49
1391,10,2,5,0,2,10,2,50
1392,12,5,5,0,2,12,5,51
1393,0,0,5,0,2,0,0,52
1394,0,0,5,0,2,0,0,53
1395,9,1,5,0,2,9,1,54
1396,42,9,5,0,2,42,9,55
1397,29,4,5,0,2,29,4,56
1398,9,1,5,0,2,9,1,57
1399,20,4,5,0,2,20,4,58
1400,91,9,5,0,2,91,9,59
1401,0,0,5,0,2,0,0,60
1402,43,5,5,0,2,43,5,61
1403,19,8,5,0,2,19,8,62
1404,18,2,5,0,2,18,2,63
1405,4,2,5,0,2,4,2,64
1406,10,1,5,0,2,10,1,65
1407,12,5,5,0,2,12,5,66
1408,11,3,5,0,2,11,3,67
1409,16,8,5,0,2,16,8,68
1410,6,1,5,0,2,6,1,69
1411,22,2,5,0,2,22,2,70
1412,3,0,5,0,2,3,0,71
1413,12,3,5,0,2,12,3,72
1414,10,0,5,0,2,10,0,73
1415,6,1,5,0,2,6,1,74
1416,7,2,5,0,2,7,2,75
1417,21,3,5,0,2,21,3,76
1418,11,0,5,0,2,11,0,77
1419,13,3,5,0,2,13,3,78
1420,0,0,5,0,2,0,0,79
1421,21,5,5,0,2,21,5,80
1422,10,3,5,0,2,10,3,81
1423,32,10,5,0,2,32,10,82
1424,8,1,5,0,2,8,1,83
1425,11,5,5,0,2,11,5,84
1426,22,8,5,0,2,22,8,85
1427,9,2,5,0,2,9,2,86
1428,0,0,5,0,2,0,0,87
1429,1873,1081,6,1,2,1873,1081,0
1430,338,251,6,2,2,338,251,0
1431,213,125,6,3,2,213,125,0
1432,152,115,6,4,2,152,115,0
1433,76,52,6,5,2,76,52,0
1434,199,96,6,6,2,199,96,0
1435,71,31,6,7,2,71,31,0
1436,203,92,6,8,2,203,92,0
1437,173,84,6,9,2,173,84,0
1438,79,21,6,10,2,79,21,0
1439,90,55,6,11,2,90,55,0
1440,64,14,6,12,2,64,14,0
1441,43,25,6,13,2,43,25,0
1442,118,76,6,14,2,118,76,0
1443,54,44,6,15,2,54,44,0
1444,97,81,6,0,2,97,81,1
1445,93,69,6,0,2,93,69,2
1446,78,57,6,0,2,78,57,3
1447,70,44,6,0,2,70,44,4
1448,0,0,6,0,2,0,0,5
1449,16,7,6,0,2,16,7,6
1450,17,4,6,0,2,17,4,7
1451,24,14,6,0,2,24,14,8
1452,19,10,6,0,2,19,10,9
1453,4,4,6,0,2,4,4,10
1454,39,29,6,0,2,39,29,11
1455,15,8,6,0,2,15,8,12
1456,14,9,6,0,2,14,9,13
1457,24,16,6,0,2,24,16,14
1458,5,2,6,0,2,5,2,15
1459,11,6,6,0,2,11,6,16
1460,11,7,6,0,2,11,7,17
1461,14,9,6,0,2,14,9,18
1462,28,19,6,0,2,28,19,19
1463,20,15,6,0,2,20,15,20
1464,30,18,6,0,2,30,18,21
1465,17,15,6,0,2,17,15,22
1466,15,15,6,0,2,15,15,23
1467,20,17,6,0,2,20,17,24
1468,22,16,6,0,2,22,16,25
1469,11,7,6,0,2,11,7,26
1470,14,14,6,0,2,14,14,27
1471,22,8,6,0,2,22,8,28
